#36864
#36300
#36300
#564
#0
   Index      Gx      Gy      Gz
   19547   19208  -26438   -2383
   19548   19956  -25879   -2383
   19549   20686  -25299   -2383
   19550   21400  -24698   -2383
   19551   22097  -24076   -2383
   19552   22776  -23436   -2383
   19553   23436  -22776   -2383
   19554   24076  -22097   -2383
   19555   24698  -21400   -2383
   19556   25299  -20686   -2383
   19557   25879  -19956   -2383
   19558   26438  -19208   -2383
   19559   26976  -18446   -2383
   19560   27492  -17668   -2383
   19561   27985  -16875   -2383
   19562   28456  -16069   -2383
   19563   28903  -15250   -2383
   19564   29327  -14419   -2383
   19565   29726  -13575   -2383
   19566   30102  -12721   -2383
   19567   30453  -11856   -2383
   19568   30779  -10982   -2383
   19569   31080  -10098   -2383
   19570   31356   -9207   -2383
   19571   31606   -8307   -2383
   19572   31830   -7401   -2383
   19573   32029   -6489   -2383
   19574   32201   -5572   -2383
   19575   32347   -4650   -2383
   19576   32467   -3725   -2383
   19577   32560   -2796   -2383
   19578   32626   -1865   -2383
   19579   32666    -933   -2383
   19580   32645     466   -2780
   19581   32618    1398   -2780
   19582   32565    2329   -2780
   19583   32485    3258   -2780
   19584   32379    4184   -2780
   19585   32246    5107   -2780
   19586   32087    6026   -2780
   19587   31902    6940   -2780
   19588   31691    7848   -2780
   19589   31454    8749   -2780
   19590   31191    9644   -2780
   19591   30903   10531   -2780
   19592   30590   11409   -2780
   19593   30252   12278   -2780
   19594   29889   13137   -2780
   19595   29501   13985   -2780
   19596   29090   14822   -2780
   19597   28655   15646   -2780
   19598   28196   16458   -2780
   19599   27715   17257   -2780
   19600   27211   18041   -2780
   19601   26684   18811   -2780
   19602   26136   19565   -2780
   19603   25567   20304   -2780
   19604   24977   21025   -2780
   19605   24366   21730   -2780
   19606   23736   22417   -2780
   19607   23086   23086   -2780
   19608   22417   23736   -2780
   19609   21730   24366   -2780
   19610   21025   24977   -2780
   19611   20304   25567   -2780
   19612   19565   26136   -2780
   19613   18811   26684   -2780
   19614   18041   27211   -2780
   19615   17257   27715   -2780
   19616   16458   28196   -2780
   19617   15646   28655   -2780
   19618   14822   29090   -2780
   19619   13985   29501   -2780
   19620   13137   29889   -2780
   19621   12278   30252   -2780
   19622   11409   30590   -2780
   19623   10531   30903   -2780
   19624    9644   31191   -2780
   19625    8749   31454   -2780
   19626    7848   31691   -2780
   19627    6940   31902   -2780
   19628    6026   32087   -2780
   19629    5107   32246   -2780
   19630    4184   32379   -2780
   19631    3258   32485   -2780
   19632    2329   32565   -2780
   19633    1398   32618   -2780
   19634     466   32645   -2780
   19635    -466   32645   -2780
   19636   -1398   32618   -2780
   19637   -2329   32565   -2780
   19638   -3258   32485   -2780
   19639   -4184   32379   -2780
   19640   -5107   32246   -2780
   19641   -6026   32087   -2780
   19642   -6940   31902   -2780
   19643   -7848   31691   -2780
   19644   -8749   31454   -2780
   19645   -9644   31191   -2780
   19646  -10531   30903   -2780
   19647  -11409   30590   -2780
   19648  -12278   30252   -2780
   19649  -13137   29889   -2780
   19650  -13985   29501   -2780
   19651  -14822   29090   -2780
   19652  -15646   28655   -2780
   19653  -16458   28196   -2780
   19654  -17257   27715   -2780
   19655  -18041   27211   -2780
   19656  -18811   26684   -2780
   19657  -19565   26136   -2780
   19658  -20304   25567   -2780
   19659  -21025   24977   -2780
   19660  -21730   24366   -2780
   19661  -22417   23736   -2780
   19662  -23086   23086   -2780
   19663  -23736   22417   -2780
   19664  -24366   21730   -2780
   19665  -24977   21025   -2780
   19666  -25567   20304   -2780
   19667  -26136   19565   -2780
   19668  -26684   18811   -2780
   19669  -27211   18041   -2780
   19670  -27715   17257   -2780
   19671  -28196   16458   -2780
   19672  -28655   15646   -2780
   19673  -29090   14822   -2780
   19674  -29501   13985   -2780
   19675  -29889   13137   -2780
   19676  -30252   12278   -2780
   19677  -30590   11409   -2780
   19678  -30903   10531   -2780
   19679  -31191    9644   -2780
   19680  -31454    8749   -2780
   19681  -31691    7848   -2780
   19682  -31902    6940   -2780
   19683  -32087    6026   -2780
   19684  -32246    5107   -2780
   19685  -32379    4184   -2780
   19686  -32485    3258   -2780
   19687  -32565    2329   -2780
   19688  -32618    1398   -2780
   19689  -32645     466   -2780
   19690  -32645    -466   -2780
   19691  -32618   -1398   -2780
   19692  -32565   -2329   -2780
   19693  -32485   -3258   -2780
   19694  -32379   -4184   -2780
   19695  -32246   -5107   -2780
   19696  -32087   -6026   -2780
   19697  -31902   -6940   -2780
   19698  -31691   -7848   -2780
   19699  -31454   -8749   -2780
   19700  -31191   -9644   -2780
   19701  -30903  -10531   -2780
   19702  -30590  -11409   -2780
   19703  -30252  -12278   -2780
   19704  -29889  -13137   -2780
   19705  -29501  -13985   -2780
   19706  -29090  -14822   -2780
   19707  -28655  -15646   -2780
   19708  -28196  -16458   -2780
   19709  -27715  -17257   -2780
   19710  -27211  -18041   -2780
   19711  -26684  -18811   -2780
   19712  -26136  -19565   -2780
   19713  -25567  -20304   -2780
   19714  -24977  -21025   -2780
   19715  -24366  -21730   -2780
   19716  -23736  -22417   -2780
   19717  -23086  -23086   -2780
   19718  -22417  -23736   -2780
   19719  -21730  -24366   -2780
   19720  -21025  -24977   -2780
   19721  -20304  -25567   -2780
   19722  -19565  -26136   -2780
   19723  -18811  -26684   -2780
   19724  -18041  -27211   -2780
   19725  -17257  -27715   -2780
   19726  -16458  -28196   -2780
   19727  -15646  -28655   -2780
   19728  -14822  -29090   -2780
   19729  -13985  -29501   -2780
   19730  -13137  -29889   -2780
   19731  -12278  -30252   -2780
   19732  -11409  -30590   -2780
   19733  -10531  -30903   -2780
   19734   -9644  -31191   -2780
   19735   -8749  -31454   -2780
   19736   -7848  -31691   -2780
   19737   -6940  -31902   -2780
   19738   -6026  -32087   -2780
   19739   -5107  -32246   -2780
   19740   -4184  -32379   -2780
   19741   -3258  -32485   -2780
   19742   -2329  -32565   -2780
   19743   -1398  -32618   -2780
   19744    -466  -32645   -2780
   19745     466  -32645   -2780
   19746    1398  -32618   -2780
   19747    2329  -32565   -2780
   19748    3258  -32485   -2780
   19749    4184  -32379   -2780
   19750    5107  -32246   -2780
   19751    6026  -32087   -2780
   19752    6940  -31902   -2780
   19753    7848  -31691   -2780
   19754    8749  -31454   -2780
   19755    9644  -31191   -2780
   19756   10531  -30903   -2780
   19757   11409  -30590   -2780
   19758   12278  -30252   -2780
   19759   13137  -29889   -2780
   19760   13985  -29501   -2780
   19761   14822  -29090   -2780
   19762   15646  -28655   -2780
   19763   16458  -28196   -2780
   19764   17257  -27715   -2780
   19765   18041  -27211   -2780
   19766   18811  -26684   -2780
   19767   19565  -26136   -2780
   19768   20304  -25567   -2780
   19769   21025  -24977   -2780
   19770   21730  -24366   -2780
   19771   22417  -23736   -2780
   19772   23086  -23086   -2780
   19773   23736  -22417   -2780
   19774   24366  -21730   -2780
   19775   24977  -21025   -2780
   19776   25567  -20304   -2780
   19777   26136  -19565   -2780
   19778   26684  -18811   -2780
   19779   27211  -18041   -2780
   19780   27715  -17257   -2780
   19781   28196  -16458   -2780
   19782   28655  -15646   -2780
   19783   29090  -14822   -2780
   19784   29501  -13985   -2780
   19785   29889  -13137   -2780
   19786   30252  -12278   -2780
   19787   30590  -11409   -2780
   19788   30903  -10531   -2780
   19789   31191   -9644   -2780
   19790   31454   -8749   -2780
   19791   31691   -7848   -2780
   19792   31902   -6940   -2780
   19793   32087   -6026   -2780
   19794   32246   -5107   -2780
   19795   32379   -4184   -2780
   19796   32485   -3258   -2780
   19797   32565   -2329   -2780
   19798   32618   -1398   -2780
   19799   32645    -466   -2780
   19800   32612       0   -3177
   19801   32599     931   -3177
   19802   32559    1861   -3177
   19803   32492    2790   -3177
   19804   32400    3717   -3177
   19805   32280    4641   -3177
   19806   32134    5561   -3177
   19807   31963    6476   -3177
   19808   31765    7386   -3177
   19809   31541    8290   -3177
   19810   31291    9188   -3177
   19811   31016   10077   -3177
   19812   30715   10959   -3177
   19813   30390   11832   -3177
   19814   30040   12695   -3177
   19815   29665   13547   -3177
   19816   29266   14389   -3177
   19817   28843   15219   -3177
   19818   28397   16036   -3177
   19819   27927   16841   -3177
   19820   27435   17631   -3177
   19821   26920   18407   -3177
   19822   26384   19169   -3177
   19823   25825   19914   -3177
   19824   25246   20644   -3177
   19825   24646   21356   -3177
   19826   24027   22051   -3177
   19827   23387   22728   -3177
   19828   22728   23387   -3177
   19829   22051   24027   -3177
   19830   21356   24646   -3177
   19831   20644   25246   -3177
   19832   19914   25825   -3177
   19833   19169   26384   -3177
   19834   18407   26920   -3177
   19835   17631   27435   -3177
   19836   16841   27927   -3177
   19837   16036   28397   -3177
   19838   15219   28843   -3177
   19839   14389   29266   -3177
   19840   13547   29665   -3177
   19841   12695   30040   -3177
   19842   11832   30390   -3177
   19843   10959   30715   -3177
   19844   10077   31016   -3177
   19845    9188   31291   -3177
   19846    8290   31541   -3177
   19847    7386   31765   -3177
   19848    6476   31963   -3177
   19849    5561   32134   -3177
   19850    4641   32280   -3177
   19851    3717   32400   -3177
   19852    2790   32492   -3177
   19853    1861   32559   -3177
   19854     931   32599   -3177
   19855       0   32612   -3177
   19856    -931   32599   -3177
   19857   -1861   32559   -3177
   19858   -2790   32492   -3177
   19859   -3717   32400   -3177
   19860   -4641   32280   -3177
   19861   -5561   32134   -3177
   19862   -6476   31963   -3177
   19863   -7386   31765   -3177
   19864   -8290   31541   -3177
   19865   -9188   31291   -3177
   19866  -10077   31016   -3177
   19867  -10959   30715   -3177
   19868  -11832   30390   -3177
   19869  -12695   30040   -3177
   19870  -13547   29665   -3177
   19871  -14389   29266   -3177
   19872  -15219   28843   -3177
   19873  -16036   28397   -3177
   19874  -16841   27927   -3177
   19875  -17631   27435   -3177
   19876  -18407   26920   -3177
   19877  -19169   26384   -3177
   19878  -19914   25825   -3177
   19879  -20644   25246   -3177
   19880  -21356   24646   -3177
   19881  -22051   24027   -3177
   19882  -22728   23387   -3177
   19883  -23387   22728   -3177
   19884  -24027   22051   -3177
   19885  -24646   21356   -3177
   19886  -25246   20644   -3177
   19887  -25825   19914   -3177
   19888  -26384   19169   -3177
   19889  -26920   18407   -3177
   19890  -27435   17631   -3177
   19891  -27927   16841   -3177
   19892  -28397   16036   -3177
   19893  -28843   15219   -3177
   19894  -29266   14389   -3177
   19895  -29665   13547   -3177
   19896  -30040   12695   -3177
   19897  -30390   11832   -3177
   19898  -30715   10959   -3177
   19899  -31016   10077   -3177
   19900  -31291    9188   -3177
   19901  -31541    8290   -3177
   19902  -31765    7386   -3177
   19903  -31963    6476   -3177
   19904  -32134    5561   -3177
   19905  -32280    4641   -3177
   19906  -32400    3717   -3177
   19907  -32492    2790   -3177
   19908  -32559    1861   -3177
   19909  -32599     931   -3177
   19910  -32612       0   -3177
   19911  -32599    -931   -3177
   19912  -32559   -1861   -3177
   19913  -32492   -2790   -3177
   19914  -32400   -3717   -3177
   19915  -32280   -4641   -3177
   19916  -32134   -5561   -3177
   19917  -31963   -6476   -3177
   19918  -31765   -7386   -3177
   19919  -31541   -8290   -3177
   19920  -31291   -9188   -3177
   19921  -31016  -10077   -3177
   19922  -30715  -10959   -3177
   19923  -30390  -11832   -3177
   19924  -30040  -12695   -3177
   19925  -29665  -13547   -3177
   19926  -29266  -14389   -3177
   19927  -28843  -15219   -3177
   19928  -28397  -16036   -3177
   19929  -27927  -16841   -3177
   19930  -27435  -17631   -3177
   19931  -26920  -18407   -3177
   19932  -26384  -19169   -3177
   19933  -25825  -19914   -3177
   19934  -25246  -20644   -3177
   19935  -24646  -21356   -3177
   19936  -24027  -22051   -3177
   19937  -23387  -22728   -3177
   19938  -22728  -23387   -3177
   19939  -22051  -24027   -3177
   19940  -21356  -24646   -3177
   19941  -20644  -25246   -3177
   19942  -19914  -25825   -3177
   19943  -19169  -26384   -3177
   19944  -18407  -26920   -3177
   19945  -17631  -27435   -3177
   19946  -16841  -27927   -3177
   19947  -16036  -28397   -3177
   19948  -15219  -28843   -3177
   19949  -14389  -29266   -3177
   19950  -13547  -29665   -3177
   19951  -12695  -30040   -3177
   19952  -11832  -30390   -3177
   19953  -10959  -30715   -3177
   19954  -10077  -31016   -3177
   19955   -9188  -31291   -3177
   19956   -8290  -31541   -3177
   19957   -7386  -31765   -3177
   19958   -6476  -31963   -3177
   19959   -5561  -32134   -3177
   19960   -4641  -32280   -3177
   19961   -3717  -32400   -3177
   19962   -2790  -32492   -3177
   19963   -1861  -32559   -3177
   19964    -931  -32599   -3177
   19965       0  -32612   -3177
   19966     931  -32599   -3177
   19967    1861  -32559   -3177
   19968    2790  -32492   -3177
   19969    3717  -32400   -3177
   19970    4641  -32280   -3177
   19971    5561  -32134   -3177
   19972    6476  -31963   -3177
   19973    7386  -31765   -3177
   19974    8290  -31541   -3177
   19975    9188  -31291   -3177
   19976   10077  -31016   -3177
   19977   10959  -30715   -3177
   19978   11832  -30390   -3177
   19979   12695  -30040   -3177
   19980   13547  -29665   -3177
   19981   14389  -29266   -3177
   19982   15219  -28843   -3177
   19983   16036  -28397   -3177
   19984   16841  -27927   -3177
   19985   17631  -27435   -3177
   19986   18407  -26920   -3177
   19987   19169  -26384   -3177
   19988   19914  -25825   -3177
   19989   20644  -25246   -3177
   19990   21356  -24646   -3177
   19991   22051  -24027   -3177
   19992   22728  -23387   -3177
   19993   23387  -22728   -3177
   19994   24027  -22051   -3177
   19995   24646  -21356   -3177
   19996   25246  -20644   -3177
   19997   25825  -19914   -3177
   19998   26384  -19169   -3177
   19999   26920  -18407   -3177
   20000   27435  -17631   -3177
   20001   27927  -16841   -3177
   20002   28397  -16036   -3177
   20003   28843  -15219   -3177
   20004   29266  -14389   -3177
   20005   29665  -13547   -3177
   20006   30040  -12695   -3177
   20007   30390  -11832   -3177
   20008   30715  -10959   -3177
   20009   31016  -10077   -3177
   20010   31291   -9188   -3177
   20011   31541   -8290   -3177
   20012   31765   -7386   -3177
   20013   31963   -6476   -3177
   20014   32134   -5561   -3177
   20015   32280   -4641   -3177
   20016   32400   -3717   -3177
   20017   32492   -2790   -3177
   20018   32559   -1861   -3177
   20019   32599    -931   -3177
   20020   32568     465   -3574
   20021   32541    1394   -3574
   20022   32488    2323   -3574
   20023   32408    3250   -3574
   20024   32302    4174   -3574
   20025   32170    5095   -3574
   20026   32011    6011   -3574
   20027   31827    6923   -3574
   20028   31616    7829   -3574
   20029   31379    8729   -3574
   20030   31117    9621   -3574
   20031   30830   10506   -3574
   20032   30517   11382   -3574
   20033   30180   12249   -3574
   20034   29818   13106   -3574
   20035   29431   13952   -3574
   20036   29021   14787   -3574
   20037   28587   15609   -3574
   20038   28129   16419   -3574
   20039   27649   17216   -3574
   20040   27146   17998   -3574
   20041   26621   18766   -3574
   20042   26074   19519   -3574
   20043   25506   20255   -3574
   20044   24917   20976   -3574
   20045   24308   21679   -3574
   20046   23679   22364   -3574
   20047   23031   23031   -3574
   20048   22364   23679   -3574
   20049   21679   24308   -3574
   20050   20976   24917   -3574
   20051   20255   25506   -3574
   20052   19519   26074   -3574
   20053   18766   26621   -3574
   20054   17998   27146   -3574
   20055   17216   27649   -3574
   20056   16419   28129   -3574
   20057   15609   28587   -3574
   20058   14787   29021   -3574
   20059   13952   29431   -3574
   20060   13106   29818   -3574
   20061   12249   30180   -3574
   20062   11382   30517   -3574
   20063   10506   30830   -3574
   20064    9621   31117   -3574
   20065    8729   31379   -3574
   20066    7829   31616   -3574
   20067    6923   31827   -3574
   20068    6011   32011   -3574
   20069    5095   32170   -3574
   20070    4174   32302   -3574
   20071    3250   32408   -3574
   20072    2323   32488   -3574
   20073    1394   32541   -3574
   20074     465   32568   -3574
   20075    -465   32568   -3574
   20076   -1394   32541   -3574
   20077   -2323   32488   -3574
   20078   -3250   32408   -3574
   20079   -4174   32302   -3574
   20080   -5095   32170   -3574
   20081   -6011   32011   -3574
   20082   -6923   31827   -3574
   20083   -7829   31616   -3574
   20084   -8729   31379   -3574
   20085   -9621   31117   -3574
   20086  -10506   30830   -3574
   20087  -11382   30517   -3574
   20088  -12249   30180   -3574
   20089  -13106   29818   -3574
   20090  -13952   29431   -3574
   20091  -14787   29021   -3574
   20092  -15609   28587   -3574
   20093  -16419   28129   -3574
   20094  -17216   27649   -3574
   20095  -17998   27146   -3574
   20096  -18766   26621   -3574
   20097  -19519   26074   -3574
   20098  -20255   25506   -3574
   20099  -20976   24917   -3574
   20100  -21679   24308   -3574
   20101  -22364   23679   -3574
   20102  -23031   23031   -3574
   20103  -23679   22364   -3574
   20104  -24308   21679   -3574
   20105  -24917   20976   -3574
   20106  -25506   20255   -3574
   20107  -26074   19519   -3574
   20108  -26621   18766   -3574
   20109  -27146   17998   -3574
   20110  -27649   17216   -3574
   20111  -28129   16419   -3574
   20112  -28587   15609   -3574
   20113  -29021   14787   -3574
   20114  -29431   13952   -3574
   20115  -29818   13106   -3574
   20116  -30180   12249   -3574
   20117  -30517   11382   -3574
   20118  -30830   10506   -3574
   20119  -31117    9621   -3574
   20120  -31379    8729   -3574
   20121  -31616    7829   -3574
   20122  -31827    6923   -3574
   20123  -32011    6011   -3574
   20124  -32170    5095   -3574
   20125  -32302    4174   -3574
   20126  -32408    3250   -3574
   20127  -32488    2323   -3574
   20128  -32541    1394   -3574
   20129  -32568     465   -3574
   20130  -32568    -465   -3574
   20131  -32541   -1394   -3574
   20132  -32488   -2323   -3574
   20133  -32408   -3250   -3574
   20134  -32302   -4174   -3574
   20135  -32170   -5095   -3574
   20136  -32011   -6011   -3574
   20137  -31827   -6923   -3574
   20138  -31616   -7829   -3574
   20139  -31379   -8729   -3574
   20140  -31117   -9621   -3574
   20141  -30830  -10506   -3574
   20142  -30517  -11382   -3574
   20143  -30180  -12249   -3574
   20144  -29818  -13106   -3574
   20145  -29431  -13952   -3574
   20146  -29021  -14787   -3574
   20147  -28587  -15609   -3574
   20148  -28129  -16419   -3574
   20149  -27649  -17216   -3574
   20150  -27146  -17998   -3574
   20151  -26621  -18766   -3574
   20152  -26074  -19519   -3574
   20153  -25506  -20255   -3574
   20154  -24917  -20976   -3574
   20155  -24308  -21679   -3574
   20156  -23679  -22364   -3574
   20157  -23031  -23031   -3574
   20158  -22364  -23679   -3574
   20159  -21679  -24308   -3574
   20160  -20976  -24917   -3574
   20161  -20255  -25506   -3574
   20162  -19519  -26074   -3574
   20163  -18766  -26621   -3574
   20164  -17998  -27146   -3574
   20165  -17216  -27649   -3574
   20166  -16419  -28129   -3574
   20167  -15609  -28587   -3574
   20168  -14787  -29021   -3574
   20169  -13952  -29431   -3574
   20170  -13106  -29818   -3574
   20171  -12249  -30180   -3574
   20172  -11382  -30517   -3574
   20173  -10506  -30830   -3574
   20174   -9621  -31117   -3574
   20175   -8729  -31379   -3574
   20176   -7829  -31616   -3574
   20177   -6923  -31827   -3574
   20178   -6011  -32011   -3574
   20179   -5095  -32170   -3574
   20180   -4174  -32302   -3574
   20181   -3250  -32408   -3574
   20182   -2323  -32488   -3574
   20183   -1394  -32541   -3574
   20184    -465  -32568   -3574
   20185     465  -32568   -3574
   20186    1394  -32541   -3574
   20187    2323  -32488   -3574
   20188    3250  -32408   -3574
   20189    4174  -32302   -3574
   20190    5095  -32170   -3574
   20191    6011  -32011   -3574
   20192    6923  -31827   -3574
   20193    7829  -31616   -3574
   20194    8729  -31379   -3574
   20195    9621  -31117   -3574
   20196   10506  -30830   -3574
   20197   11382  -30517   -3574
   20198   12249  -30180   -3574
   20199   13106  -29818   -3574
   20200   13952  -29431   -3574
   20201   14787  -29021   -3574
   20202   15609  -28587   -3574
   20203   16419  -28129   -3574
   20204   17216  -27649   -3574
   20205   17998  -27146   -3574
   20206   18766  -26621   -3574
   20207   19519  -26074   -3574
   20208   20255  -25506   -3574
   20209   20976  -24917   -3574
   20210   21679  -24308   -3574
   20211   22364  -23679   -3574
   20212   23031  -23031   -3574
   20213   23679  -22364   -3574
   20214   24308  -21679   -3574
   20215   24917  -20976   -3574
   20216   25506  -20255   -3574
   20217   26074  -19519   -3574
   20218   26621  -18766   -3574
   20219   27146  -17998   -3574
   20220   27649  -17216   -3574
   20221   28129  -16419   -3574
   20222   28587  -15609   -3574
   20223   29021  -14787   -3574
   20224   29431  -13952   -3574
   20225   29818  -13106   -3574
   20226   30180  -12249   -3574
   20227   30517  -11382   -3574
   20228   30830  -10506   -3574
   20229   31117   -9621   -3574
   20230   31379   -8729   -3574
   20231   31616   -7829   -3574
   20232   31827   -6923   -3574
   20233   32011   -6011   -3574
   20234   32170   -5095   -3574
   20235   32302   -4174   -3574
   20236   32408   -3250   -3574
   20237   32488   -2323   -3574
   20238   32541   -1394   -3574
   20239   32568    -465   -3574
   20240   32525       0   -3971
   20241   32512     928   -3971
   20242   32472    1856   -3971
   20243   32406    2783   -3971
   20244   32313    3707   -3971
   20245   32194    4628   -3971
   20246   32049    5546   -3971
   20247   31877    6459   -3971
   20248   31680    7366   -3971
   20249   31456    8268   -3971
   20250   31207    9163   -3971
   20251   30933   10050   -3971
   20252   30633   10930   -3971
   20253   30309   11800   -3971
   20254   29959   12661   -3971
   20255   29586   13511   -3971
   20256   29188   14350   -3971
   20257   28766   15178   -3971
   20258   28321   15993   -3971
   20259   27853   16796   -3971
   20260   27362   17584   -3971
   20261   26848   18358   -3971
   20262   26313   19117   -3971
   20263   25756   19861   -3971
   20264   25179   20588   -3971
   20265   24581   21299   -3971
   20266   23962   21992   -3971
   20267   23324   22668   -3971
   20268   22668   23324   -3971
   20269   21992   23962   -3971
   20270   21299   24581   -3971
   20271   20588   25179   -3971
   20272   19861   25756   -3971
   20273   19117   26313   -3971
   20274   18358   26848   -3971
   20275   17584   27362   -3971
   20276   16796   27853   -3971
   20277   15993   28321   -3971
   20278   15178   28766   -3971
   20279   14350   29188   -3971
   20280   13511   29586   -3971
   20281   12661   29959   -3971
   20282   11800   30309   -3971
   20283   10930   30633   -3971
   20284   10050   30933   -3971
   20285    9163   31207   -3971
   20286    8268   31456   -3971
   20287    7366   31680   -3971
   20288    6459   31877   -3971
   20289    5546   32049   -3971
   20290    4628   32194   -3971
   20291    3707   32313   -3971
   20292    2783   32406   -3971
   20293    1856   32472   -3971
   20294     928   32512   -3971
   20295       0   32525   -3971
   20296    -928   32512   -3971
   20297   -1856   32472   -3971
   20298   -2783   32406   -3971
   20299   -3707   32313   -3971
   20300   -4628   32194   -3971
   20301   -5546   32049   -3971
   20302   -6459   31877   -3971
   20303   -7366   31680   -3971
   20304   -8268   31456   -3971
   20305   -9163   31207   -3971
   20306  -10050   30933   -3971
   20307  -10930   30633   -3971
   20308  -11800   30309   -3971
   20309  -12661   29959   -3971
   20310  -13511   29586   -3971
   20311  -14350   29188   -3971
   20312  -15178   28766   -3971
   20313  -15993   28321   -3971
   20314  -16796   27853   -3971
   20315  -17584   27362   -3971
   20316  -18358   26848   -3971
   20317  -19117   26313   -3971
   20318  -19861   25756   -3971
   20319  -20588   25179   -3971
   20320  -21299   24581   -3971
   20321  -21992   23962   -3971
   20322  -22668   23324   -3971
   20323  -23324   22668   -3971
   20324  -23962   21992   -3971
   20325  -24581   21299   -3971
   20326  -25179   20588   -3971
   20327  -25756   19861   -3971
   20328  -26313   19117   -3971
   20329  -26848   18358   -3971
   20330  -27362   17584   -3971
   20331  -27853   16796   -3971
   20332  -28321   15993   -3971
   20333  -28766   15178   -3971
   20334  -29188   14350   -3971
   20335  -29586   13511   -3971
   20336  -29959   12661   -3971
   20337  -30309   11800   -3971
   20338  -30633   10930   -3971
   20339  -30933   10050   -3971
   20340  -31207    9163   -3971
   20341  -31456    8268   -3971
   20342  -31680    7366   -3971
   20343  -31877    6459   -3971
   20344  -32049    5546   -3971
   20345  -32194    4628   -3971
   20346  -32313    3707   -3971
   20347  -32406    2783   -3971
   20348  -32472    1856   -3971
   20349  -32512     928   -3971
   20350  -32525       0   -3971
   20351  -32512    -928   -3971
   20352  -32472   -1856   -3971
   20353  -32406   -2783   -3971
   20354  -32313   -3707   -3971
   20355  -32194   -4628   -3971
   20356  -32049   -5546   -3971
   20357  -31877   -6459   -3971
   20358  -31680   -7366   -3971
   20359  -31456   -8268   -3971
   20360  -31207   -9163   -3971
   20361  -30933  -10050   -3971
   20362  -30633  -10930   -3971
   20363  -30309  -11800   -3971
   20364  -29959  -12661   -3971
   20365  -29586  -13511   -3971
   20366  -29188  -14350   -3971
   20367  -28766  -15178   -3971
   20368  -28321  -15993   -3971
   20369  -27853  -16796   -3971
   20370  -27362  -17584   -3971
   20371  -26848  -18358   -3971
   20372  -26313  -19117   -3971
   20373  -25756  -19861   -3971
   20374  -25179  -20588   -3971
   20375  -24581  -21299   -3971
   20376  -23962  -21992   -3971
   20377  -23324  -22668   -3971
   20378  -22668  -23324   -3971
   20379  -21992  -23962   -3971
   20380  -21299  -24581   -3971
   20381  -20588  -25179   -3971
   20382  -19861  -25756   -3971
   20383  -19117  -26313   -3971
   20384  -18358  -26848   -3971
   20385  -17584  -27362   -3971
   20386  -16796  -27853   -3971
   20387  -15993  -28321   -3971
   20388  -15178  -28766   -3971
   20389  -14350  -29188   -3971
   20390  -13511  -29586   -3971
   20391  -12661  -29959   -3971
   20392  -11800  -30309   -3971
   20393  -10930  -30633   -3971
   20394  -10050  -30933   -3971
   20395   -9163  -31207   -3971
   20396   -8268  -31456   -3971
   20397   -7366  -31680   -3971
   20398   -6459  -31877   -3971
   20399   -5546  -32049   -3971
   20400   -4628  -32194   -3971
   20401   -3707  -32313   -3971
   20402   -2783  -32406   -3971
   20403   -1856  -32472   -3971
   20404    -928  -32512   -3971
   20405       0  -32525   -3971
   20406     928  -32512   -3971
   20407    1856  -32472   -3971
   20408    2783  -32406   -3971
   20409    3707  -32313   -3971
   20410    4628  -32194   -3971
   20411    5546  -32049   -3971
   20412    6459  -31877   -3971
   20413    7366  -31680   -3971
   20414    8268  -31456   -3971
   20415    9163  -31207   -3971
   20416   10050  -30933   -3971
   20417   10930  -30633   -3971
   20418   11800  -30309   -3971
   20419   12661  -29959   -3971
   20420   13511  -29586   -3971
   20421   14350  -29188   -3971
   20422   15178  -28766   -3971
   20423   15993  -28321   -3971
   20424   16796  -27853   -3971
   20425   17584  -27362   -3971
   20426   18358  -26848   -3971
   20427   19117  -26313   -3971
   20428   19861  -25756   -3971
   20429   20588  -25179   -3971
   20430   21299  -24581   -3971
   20431   21992  -23962   -3971
   20432   22668  -23324   -3971
   20433   23324  -22668   -3971
   20434   23962  -21992   -3971
   20435   24581  -21299   -3971
   20436   25179  -20588   -3971
   20437   25756  -19861   -3971
   20438   26313  -19117   -3971
   20439   26848  -18358   -3971
   20440   27362  -17584   -3971
   20441   27853  -16796   -3971
   20442   28321  -15993   -3971
   20443   28766  -15178   -3971
   20444   29188  -14350   -3971
   20445   29586  -13511   -3971
   20446   29959  -12661   -3971
   20447   30309  -11800   -3971
   20448   30633  -10930   -3971
   20449   30933  -10050   -3971
   20450   31207   -9163   -3971
   20451   31456   -8268   -3971
   20452   31680   -7366   -3971
   20453   31877   -6459   -3971
   20454   32049   -5546   -3971
   20455   32194   -4628   -3971
   20456   32313   -3707   -3971
   20457   32406   -2783   -3971
   20458   32472   -1856   -3971
   20459   32512    -928   -3971
   20460   32471     463   -4368
   20461   32444    1390   -4368
   20462   32391    2316   -4368
   20463   32312    3240   -4368
   20464   32206    4162   -4368
   20465   32074    5080   -4368
   20466   31916    5993   -4368
   20467   31732    6902   -4368
   20468   31522    7806   -4368
   20469   31286    8703   -4368
   20470   31025    9593   -4368
   20471   30738   10475   -4368
   20472   30426   11348   -4368
   20473   30090   12212   -4368
   20474   29729   13067   -4368
   20475   29344   13910   -4368
   20476   28934   14743   -4368
   20477   28502   15563   -4368
   20478   28046   16370   -4368
   20479   27567   17165   -4368
   20480   27065   17945   -4368
   20481   26542   18710   -4368
