#36864
#36300
#36300
#564
#0
   Index      Gx      Gy      Gz
    6215       0   24772   21447
    6216    -707   24762   21447
    6217   -1414   24732   21447
    6218   -2119   24681   21447
    6219   -2823   24611   21447
    6220   -3525   24520   21447
    6221   -4224   24409   21447
    6222   -4919   24279   21447
    6223   -5610   24128   21447
    6224   -6297   23958   21447
    6225   -6979   23769   21447
    6226   -7655   23560   21447
    6227   -8324   23331   21447
    6228   -8987   23084   21447
    6229   -9643   22818   21447
    6230  -10290   22533   21447
    6231  -10930   22230   21447
    6232  -11560   21909   21447
    6233  -12181   21570   21447
    6234  -12792   21213   21447
    6235  -13393   20840   21447
    6236  -13982   20449   21447
    6237  -14560   20041   21447
    6238  -15127   19617   21447
    6239  -15681   19177   21447
    6240  -16222   18721   21447
    6241  -16750   18250   21447
    6242  -17264   17765   21447
    6243  -17765   17264   21447
    6244  -18250   16750   21447
    6245  -18721   16222   21447
    6246  -19177   15681   21447
    6247  -19617   15127   21447
    6248  -20041   14560   21447
    6249  -20449   13982   21447
    6250  -20840   13393   21447
    6251  -21213   12792   21447
    6252  -21570   12181   21447
    6253  -21909   11560   21447
    6254  -22230   10930   21447
    6255  -22533   10290   21447
    6256  -22818    9643   21447
    6257  -23084    8987   21447
    6258  -23331    8324   21447
    6259  -23560    7655   21447
    6260  -23769    6979   21447
    6261  -23958    6297   21447
    6262  -24128    5610   21447
    6263  -24279    4919   21447
    6264  -24409    4224   21447
    6265  -24520    3525   21447
    6266  -24611    2823   21447
    6267  -24681    2119   21447
    6268  -24732    1414   21447
    6269  -24762     707   21447
    6270  -24772       0   21447
    6271  -24762    -707   21447
    6272  -24732   -1414   21447
    6273  -24681   -2119   21447
    6274  -24611   -2823   21447
    6275  -24520   -3525   21447
    6276  -24409   -4224   21447
    6277  -24279   -4919   21447
    6278  -24128   -5610   21447
    6279  -23958   -6297   21447
    6280  -23769   -6979   21447
    6281  -23560   -7655   21447
    6282  -23331   -8324   21447
    6283  -23084   -8987   21447
    6284  -22818   -9643   21447
    6285  -22533  -10290   21447
    6286  -22230  -10930   21447
    6287  -21909  -11560   21447
    6288  -21570  -12181   21447
    6289  -21213  -12792   21447
    6290  -20840  -13393   21447
    6291  -20449  -13982   21447
    6292  -20041  -14560   21447
    6293  -19617  -15127   21447
    6294  -19177  -15681   21447
    6295  -18721  -16222   21447
    6296  -18250  -16750   21447
    6297  -17765  -17264   21447
    6298  -17264  -17765   21447
    6299  -16750  -18250   21447
    6300  -16222  -18721   21447
    6301  -15681  -19177   21447
    6302  -15127  -19617   21447
    6303  -14560  -20041   21447
    6304  -13982  -20449   21447
    6305  -13393  -20840   21447
    6306  -12792  -21213   21447
    6307  -12181  -21570   21447
    6308  -11560  -21909   21447
    6309  -10930  -22230   21447
    6310  -10290  -22533   21447
    6311   -9643  -22818   21447
    6312   -8987  -23084   21447
    6313   -8324  -23331   21447
    6314   -7655  -23560   21447
    6315   -6979  -23769   21447
    6316   -6297  -23958   21447
    6317   -5610  -24128   21447
    6318   -4919  -24279   21447
    6319   -4224  -24409   21447
    6320   -3525  -24520   21447
    6321   -2823  -24611   21447
    6322   -2119  -24681   21447
    6323   -1414  -24732   21447
    6324    -707  -24762   21447
    6325       0  -24772   21447
    6326     707  -24762   21447
    6327    1414  -24732   21447
    6328    2119  -24681   21447
    6329    2823  -24611   21447
    6330    3525  -24520   21447
    6331    4224  -24409   21447
    6332    4919  -24279   21447
    6333    5610  -24128   21447
    6334    6297  -23958   21447
    6335    6979  -23769   21447
    6336    7655  -23560   21447
    6337    8324  -23331   21447
    6338    8987  -23084   21447
    6339    9643  -22818   21447
    6340   10290  -22533   21447
    6341   10930  -22230   21447
    6342   11560  -21909   21447
    6343   12181  -21570   21447
    6344   12792  -21213   21447
    6345   13393  -20840   21447
    6346   13982  -20449   21447
    6347   14560  -20041   21447
    6348   15127  -19617   21447
    6349   15681  -19177   21447
    6350   16222  -18721   21447
    6351   16750  -18250   21447
    6352   17264  -17765   21447
    6353   17765  -17264   21447
    6354   18250  -16750   21447
    6355   18721  -16222   21447
    6356   19177  -15681   21447
    6357   19617  -15127   21447
    6358   20041  -14560   21447
    6359   20449  -13982   21447
    6360   20840  -13393   21447
    6361   21213  -12792   21447
    6362   21570  -12181   21447
    6363   21909  -11560   21447
    6364   22230  -10930   21447
    6365   22533  -10290   21447
    6366   22818   -9643   21447
    6367   23084   -8987   21447
    6368   23331   -8324   21447
    6369   23560   -7655   21447
    6370   23769   -6979   21447
    6371   23958   -6297   21447
    6372   24128   -5610   21447
    6373   24279   -4919   21447
    6374   24409   -4224   21447
    6375   24520   -3525   21447
    6376   24611   -2823   21447
    6377   24681   -2119   21447
    6378   24732   -1414   21447
    6379   24762    -707   21447
    6380   25108     358   21050
    6381   25087    1075   21050
    6382   25046    1791   21050
    6383   24985    2505   21050
    6384   24903    3218   21050
    6385   24801    3928   21050
    6386   24679    4634   21050
    6387   24537    5337   21050
    6388   24374    6036   21050
    6389   24192    6729   21050
    6390   23990    7417   21050
    6391   23768    8099   21050
    6392   23527    8775   21050
    6393   23267    9443   21050
    6394   22988   10104   21050
    6395   22690   10756   21050
    6396   22374   11400   21050
    6397   22039   12034   21050
    6398   21686   12658   21050
    6399   21316   13272   21050
    6400   20928   13876   21050
    6401   20523   14468   21050
    6402   20102   15048   21050
    6403   19664   15616   21050
    6404   19210   16171   21050
    6405   18740   16713   21050
    6406   18255   17241   21050
    6407   17756   17756   21050
    6408   17241   18255   21050
    6409   16713   18740   21050
    6410   16171   19210   21050
    6411   15616   19664   21050
    6412   15048   20102   21050
    6413   14468   20523   21050
    6414   13876   20928   21050
    6415   13272   21316   21050
    6416   12658   21686   21050
    6417   12034   22039   21050
    6418   11400   22374   21050
    6419   10756   22690   21050
    6420   10104   22988   21050
    6421    9443   23267   21050
    6422    8775   23527   21050
    6423    8099   23768   21050
    6424    7417   23990   21050
    6425    6729   24192   21050
    6426    6036   24374   21050
    6427    5337   24537   21050
    6428    4634   24679   21050
    6429    3928   24801   21050
    6430    3218   24903   21050
    6431    2505   24985   21050
    6432    1791   25046   21050
    6433    1075   25087   21050
    6434     358   25108   21050
    6435    -358   25108   21050
    6436   -1075   25087   21050
    6437   -1791   25046   21050
    6438   -2505   24985   21050
    6439   -3218   24903   21050
    6440   -3928   24801   21050
    6441   -4634   24679   21050
    6442   -5337   24537   21050
    6443   -6036   24374   21050
    6444   -6729   24192   21050
    6445   -7417   23990   21050
    6446   -8099   23768   21050
    6447   -8775   23527   21050
    6448   -9443   23267   21050
    6449  -10104   22988   21050
    6450  -10756   22690   21050
    6451  -11400   22374   21050
    6452  -12034   22039   21050
    6453  -12658   21686   21050
    6454  -13272   21316   21050
    6455  -13876   20928   21050
    6456  -14468   20523   21050
    6457  -15048   20102   21050
    6458  -15616   19664   21050
    6459  -16171   19210   21050
    6460  -16713   18740   21050
    6461  -17241   18255   21050
    6462  -17756   17756   21050
    6463  -18255   17241   21050
    6464  -18740   16713   21050
    6465  -19210   16171   21050
    6466  -19664   15616   21050
    6467  -20102   15048   21050
    6468  -20523   14468   21050
    6469  -20928   13876   21050
    6470  -21316   13272   21050
    6471  -21686   12658   21050
    6472  -22039   12034   21050
    6473  -22374   11400   21050
    6474  -22690   10756   21050
    6475  -22988   10104   21050
    6476  -23267    9443   21050
    6477  -23527    8775   21050
    6478  -23768    8099   21050
    6479  -23990    7417   21050
    6480  -24192    6729   21050
    6481  -24374    6036   21050
    6482  -24537    5337   21050
    6483  -24679    4634   21050
    6484  -24801    3928   21050
    6485  -24903    3218   21050
    6486  -24985    2505   21050
    6487  -25046    1791   21050
    6488  -25087    1075   21050
    6489  -25108     358   21050
    6490  -25108    -358   21050
    6491  -25087   -1075   21050
    6492  -25046   -1791   21050
    6493  -24985   -2505   21050
    6494  -24903   -3218   21050
    6495  -24801   -3928   21050
    6496  -24679   -4634   21050
    6497  -24537   -5337   21050
    6498  -24374   -6036   21050
    6499  -24192   -6729   21050
    6500  -23990   -7417   21050
    6501  -23768   -8099   21050
    6502  -23527   -8775   21050
    6503  -23267   -9443   21050
    6504  -22988  -10104   21050
    6505  -22690  -10756   21050
    6506  -22374  -11400   21050
    6507  -22039  -12034   21050
    6508  -21686  -12658   21050
    6509  -21316  -13272   21050
    6510  -20928  -13876   21050
    6511  -20523  -14468   21050
    6512  -20102  -15048   21050
    6513  -19664  -15616   21050
    6514  -19210  -16171   21050
    6515  -18740  -16713   21050
    6516  -18255  -17241   21050
    6517  -17756  -17756   21050
    6518  -17241  -18255   21050
    6519  -16713  -18740   21050
    6520  -16171  -19210   21050
    6521  -15616  -19664   21050
    6522  -15048  -20102   21050
    6523  -14468  -20523   21050
    6524  -13876  -20928   21050
    6525  -13272  -21316   21050
    6526  -12658  -21686   21050
    6527  -12034  -22039   21050
    6528  -11400  -22374   21050
    6529  -10756  -22690   21050
    6530  -10104  -22988   21050
    6531   -9443  -23267   21050
    6532   -8775  -23527   21050
    6533   -8099  -23768   21050
    6534   -7417  -23990   21050
    6535   -6729  -24192   21050
    6536   -6036  -24374   21050
    6537   -5337  -24537   21050
    6538   -4634  -24679   21050
    6539   -3928  -24801   21050
    6540   -3218  -24903   21050
    6541   -2505  -24985   21050
    6542   -1791  -25046   21050
    6543   -1075  -25087   21050
    6544    -358  -25108   21050
    6545     358  -25108   21050
    6546    1075  -25087   21050
    6547    1791  -25046   21050
    6548    2505  -24985   21050
    6549    3218  -24903   21050
    6550    3928  -24801   21050
    6551    4634  -24679   21050
    6552    5337  -24537   21050
    6553    6036  -24374   21050
    6554    6729  -24192   21050
    6555    7417  -23990   21050
    6556    8099  -23768   21050
    6557    8775  -23527   21050
    6558    9443  -23267   21050
    6559   10104  -22988   21050
    6560   10756  -22690   21050
    6561   11400  -22374   21050
    6562   12034  -22039   21050
    6563   12658  -21686   21050
    6564   13272  -21316   21050
    6565   13876  -20928   21050
    6566   14468  -20523   21050
    6567   15048  -20102   21050
    6568   15616  -19664   21050
    6569   16171  -19210   21050
    6570   16713  -18740   21050
    6571   17241  -18255   21050
    6572   17756  -17756   21050
    6573   18255  -17241   21050
    6574   18740  -16713   21050
    6575   19210  -16171   21050
    6576   19664  -15616   21050
    6577   20102  -15048   21050
    6578   20523  -14468   21050
    6579   20928  -13876   21050
    6580   21316  -13272   21050
    6581   21686  -12658   21050
    6582   22039  -12034   21050
    6583   22374  -11400   21050
    6584   22690  -10756   21050
    6585   22988  -10104   21050
    6586   23267   -9443   21050
    6587   23527   -8775   21050
    6588   23768   -8099   21050
    6589   23990   -7417   21050
    6590   24192   -6729   21050
    6591   24374   -6036   21050
    6592   24537   -5337   21050
    6593   24679   -4634   21050
    6594   24801   -3928   21050
    6595   24903   -3218   21050
    6596   24985   -2505   21050
    6597   25046   -1791   21050
    6598   25087   -1075   21050
    6599   25108    -358   21050
    6600   25438       0   20653
    6601   25428     726   20653
    6602   25397    1452   20653
    6603   25345    2176   20653
    6604   25272    2899   20653
    6605   25179    3620   20653
    6606   25066    4337   20653
    6607   24931    5051   20653
    6608   24777    5761   20653
    6609   24602    6466   20653
    6610   24408    7166   20653
    6611   24193    7860   20653
    6612   23959    8548   20653
    6613   23705    9229   20653
    6614   23432    9902   20653
    6615   23139   10567   20653
    6616   22828   11224   20653
    6617   22498   11871   20653
    6618   22150   12509   20653
    6619   21784   13136   20653
    6620   21400   13753   20653
    6621   20998   14358   20653
    6622   20580   14952   20653
    6623   20144   15534   20653
    6624   19693   16102   20653
    6625   19225   16658   20653
    6626   18741   17200   20653
    6627   18242   17729   20653
    6628   17729   18242   20653
    6629   17200   18741   20653
    6630   16658   19225   20653
    6631   16102   19693   20653
    6632   15534   20144   20653
    6633   14952   20580   20653
    6634   14358   20998   20653
    6635   13753   21400   20653
    6636   13136   21784   20653
    6637   12509   22150   20653
    6638   11871   22498   20653
    6639   11224   22828   20653
    6640   10567   23139   20653
    6641    9902   23432   20653
    6642    9229   23705   20653
    6643    8548   23959   20653
    6644    7860   24193   20653
    6645    7166   24408   20653
    6646    6466   24602   20653
    6647    5761   24777   20653
    6648    5051   24931   20653
    6649    4337   25066   20653
    6650    3620   25179   20653
    6651    2899   25272   20653
    6652    2176   25345   20653
    6653    1452   25397   20653
    6654     726   25428   20653
    6655       0   25438   20653
    6656    -726   25428   20653
    6657   -1452   25397   20653
    6658   -2176   25345   20653
    6659   -2899   25272   20653
    6660   -3620   25179   20653
    6661   -4337   25066   20653
    6662   -5051   24931   20653
    6663   -5761   24777   20653
    6664   -6466   24602   20653
    6665   -7166   24408   20653
    6666   -7860   24193   20653
    6667   -8548   23959   20653
    6668   -9229   23705   20653
    6669   -9902   23432   20653
    6670  -10567   23139   20653
    6671  -11224   22828   20653
    6672  -11871   22498   20653
    6673  -12509   22150   20653
    6674  -13136   21784   20653
    6675  -13753   21400   20653
    6676  -14358   20998   20653
    6677  -14952   20580   20653
    6678  -15534   20144   20653
    6679  -16102   19693   20653
    6680  -16658   19225   20653
    6681  -17200   18741   20653
    6682  -17729   18242   20653
    6683  -18242   17729   20653
    6684  -18741   17200   20653
    6685  -19225   16658   20653
    6686  -19693   16102   20653
    6687  -20144   15534   20653
    6688  -20580   14952   20653
    6689  -20998   14358   20653
    6690  -21400   13753   20653
    6691  -21784   13136   20653
    6692  -22150   12509   20653
    6693  -22498   11871   20653
    6694  -22828   11224   20653
    6695  -23139   10567   20653
    6696  -23432    9902   20653
    6697  -23705    9229   20653
    6698  -23959    8548   20653
    6699  -24193    7860   20653
    6700  -24408    7166   20653
    6701  -24602    6466   20653
    6702  -24777    5761   20653
    6703  -24931    5051   20653
    6704  -25066    4337   20653
    6705  -25179    3620   20653
    6706  -25272    2899   20653
    6707  -25345    2176   20653
    6708  -25397    1452   20653
    6709  -25428     726   20653
    6710  -25438       0   20653
    6711  -25428    -726   20653
    6712  -25397   -1452   20653
    6713  -25345   -2176   20653
    6714  -25272   -2899   20653
    6715  -25179   -3620   20653
    6716  -25066   -4337   20653
    6717  -24931   -5051   20653
    6718  -24777   -5761   20653
    6719  -24602   -6466   20653
    6720  -24408   -7166   20653
    6721  -24193   -7860   20653
    6722  -23959   -8548   20653
    6723  -23705   -9229   20653
    6724  -23432   -9902   20653
    6725  -23139  -10567   20653
    6726  -22828  -11224   20653
    6727  -22498  -11871   20653
    6728  -22150  -12509   20653
    6729  -21784  -13136   20653
    6730  -21400  -13753   20653
    6731  -20998  -14358   20653
    6732  -20580  -14952   20653
    6733  -20144  -15534   20653
    6734  -19693  -16102   20653
    6735  -19225  -16658   20653
    6736  -18741  -17200   20653
    6737  -18242  -17729   20653
    6738  -17729  -18242   20653
    6739  -17200  -18741   20653
    6740  -16658  -19225   20653
    6741  -16102  -19693   20653
    6742  -15534  -20144   20653
    6743  -14952  -20580   20653
    6744  -14358  -20998   20653
    6745  -13753  -21400   20653
    6746  -13136  -21784   20653
    6747  -12509  -22150   20653
    6748  -11871  -22498   20653
    6749  -11224  -22828   20653
    6750  -10567  -23139   20653
    6751   -9902  -23432   20653
    6752   -9229  -23705   20653
    6753   -8548  -23959   20653
    6754   -7860  -24193   20653
    6755   -7166  -24408   20653
    6756   -6466  -24602   20653
    6757   -5761  -24777   20653
    6758   -5051  -24931   20653
    6759   -4337  -25066   20653
    6760   -3620  -25179   20653
    6761   -2899  -25272   20653
    6762   -2176  -25345   20653
    6763   -1452  -25397   20653
    6764    -726  -25428   20653
    6765       0  -25438   20653
    6766     726  -25428   20653
    6767    1452  -25397   20653
    6768    2176  -25345   20653
    6769    2899  -25272   20653
    6770    3620  -25179   20653
    6771    4337  -25066   20653
    6772    5051  -24931   20653
    6773    5761  -24777   20653
    6774    6466  -24602   20653
    6775    7166  -24408   20653
    6776    7860  -24193   20653
    6777    8548  -23959   20653
    6778    9229  -23705   20653
    6779    9902  -23432   20653
    6780   10567  -23139   20653
    6781   11224  -22828   20653
    6782   11871  -22498   20653
    6783   12509  -22150   20653
    6784   13136  -21784   20653
    6785   13753  -21400   20653
    6786   14358  -20998   20653
    6787   14952  -20580   20653
    6788   15534  -20144   20653
    6789   16102  -19693   20653
    6790   16658  -19225   20653
    6791   17200  -18741   20653
    6792   17729  -18242   20653
    6793   18242  -17729   20653
    6794   18741  -17200   20653
    6795   19225  -16658   20653
    6796   19693  -16102   20653
    6797   20144  -15534   20653
    6798   20580  -14952   20653
    6799   20998  -14358   20653
    6800   21400  -13753   20653
    6801   21784  -13136   20653
    6802   22150  -12509   20653
    6803   22498  -11871   20653
    6804   22828  -11224   20653
    6805   23139  -10567   20653
    6806   23432   -9902   20653
    6807   23705   -9229   20653
    6808   23959   -8548   20653
    6809   24193   -7860   20653
    6810   24408   -7166   20653
    6811   24602   -6466   20653
    6812   24777   -5761   20653
    6813   24931   -5051   20653
    6814   25066   -4337   20653
    6815   25179   -3620   20653
    6816   25272   -2899   20653
    6817   25345   -2176   20653
    6818   25397   -1452   20653
    6819   25428    -726   20653
    6820   25753     367   20255
    6821   25732    1103   20255
    6822   25690    1837   20255
    6823   25627    2570   20255
    6824   25543    3301   20255
    6825   25438    4029   20255
    6826   25313    4753   20255
    6827   25167    5474   20255
    6828   25000    6191   20255
    6829   24813    6902   20255
    6830   24606    7608   20255
    6831   24379    8308   20255
    6832   24132    9000   20255
    6833   23865    9686   20255
    6834   23578   10363   20255
    6835   23273   11032   20255
    6836   22948   11692   20255
    6837   22605   12343   20255
    6838   22243   12984   20255
    6839   21863   13613   20255
    6840   21466   14232   20255
    6841   21051   14839   20255
    6842   20618   15435   20255
    6843   20169   16017   20255
    6844   19703   16586   20255
    6845   19222   17142   20255
    6846   18724   17684   20255
    6847   18212   18212   20255
    6848   17684   18724   20255
    6849   17142   19222   20255
    6850   16586   19703   20255
    6851   16017   20169   20255
    6852   15435   20618   20255
    6853   14839   21051   20255
    6854   14232   21466   20255
    6855   13613   21863   20255
    6856   12984   22243   20255
    6857   12343   22605   20255
    6858   11692   22948   20255
    6859   11032   23273   20255
    6860   10363   23578   20255
    6861    9686   23865   20255
    6862    9000   24132   20255
    6863    8308   24379   20255
    6864    7608   24606   20255
    6865    6902   24813   20255
    6866    6191   25000   20255
    6867    5474   25167   20255
    6868    4753   25313   20255
    6869    4029   25438   20255
    6870    3301   25543   20255
    6871    2570   25627   20255
    6872    1837   25690   20255
    6873    1103   25732   20255
    6874     367   25753   20255
    6875    -367   25753   20255
    6876   -1103   25732   20255
    6877   -1837   25690   20255
    6878   -2570   25627   20255
    6879   -3301   25543   20255
    6880   -4029   25438   20255
    6881   -4753   25313   20255
    6882   -5474   25167   20255
    6883   -6191   25000   20255
    6884   -6902   24813   20255
    6885   -7608   24606   20255
    6886   -8308   24379   20255
    6887   -9000   24132   20255
    6888   -9686   23865   20255
    6889  -10363   23578   20255
    6890  -11032   23273   20255
    6891  -11692   22948   20255
    6892  -12343   22605   20255
    6893  -12984   22243   20255
    6894  -13613   21863   20255
    6895  -14232   21466   20255
    6896  -14839   21051   20255
    6897  -15435   20618   20255
    6898  -16017   20169   20255
    6899  -16586   19703   20255
    6900  -17142   19222   20255
    6901  -17684   18724   20255
    6902  -18212   18212   20255
    6903  -18724   17684   20255
    6904  -19222   17142   20255
    6905  -19703   16586   20255
    6906  -20169   16017   20255
    6907  -20618   15435   20255
    6908  -21051   14839   20255
    6909  -21466   14232   20255
    6910  -21863   13613   20255
    6911  -22243   12984   20255
    6912  -22605   12343   20255
    6913  -22948   11692   20255
    6914  -23273   11032   20255
    6915  -23578   10363   20255
    6916  -23865    9686   20255
    6917  -24132    9000   20255
    6918  -24379    8308   20255
    6919  -24606    7608   20255
    6920  -24813    6902   20255
    6921  -25000    6191   20255
    6922  -25167    5474   20255
    6923  -25313    4753   20255
    6924  -25438    4029   20255
    6925  -25543    3301   20255
    6926  -25627    2570   20255
    6927  -25690    1837   20255
    6928  -25732    1103   20255
    6929  -25753     367   20255
    6930  -25753    -367   20255
    6931  -25732   -1103   20255
    6932  -25690   -1837   20255
    6933  -25627   -2570   20255
    6934  -25543   -3301   20255
    6935  -25438   -4029   20255
    6936  -25313   -4753   20255
    6937  -25167   -5474   20255
    6938  -25000   -6191   20255
    6939  -24813   -6902   20255
    6940  -24606   -7608   20255
    6941  -24379   -8308   20255
    6942  -24132   -9000   20255
    6943  -23865   -9686   20255
    6944  -23578  -10363   20255
    6945  -23273  -11032   20255
    6946  -22948  -11692   20255
    6947  -22605  -12343   20255
    6948  -22243  -12984   20255
    6949  -21863  -13613   20255
    6950  -21466  -14232   20255
    6951  -21051  -14839   20255
    6952  -20618  -15435   20255
    6953  -20169  -16017   20255
    6954  -19703  -16586   20255
    6955  -19222  -17142   20255
    6956  -18724  -17684   20255
    6957  -18212  -18212   20255
    6958  -17684  -18724   20255
    6959  -17142  -19222   20255
    6960  -16586  -19703   20255
    6961  -16017  -20169   20255
    6962  -15435  -20618   20255
    6963  -14839  -21051   20255
    6964  -14232  -21466   20255
    6965  -13613  -21863   20255
    6966  -12984  -22243   20255
    6967  -12343  -22605   20255
    6968  -11692  -22948   20255
    6969  -11032  -23273   20255
    6970  -10363  -23578   20255
    6971   -9686  -23865   20255
    6972   -9000  -24132   20255
    6973   -8308  -24379   20255
    6974   -7608  -24606   20255
    6975   -6902  -24813   20255
    6976   -6191  -25000   20255
    6977   -5474  -25167   20255
    6978   -4753  -25313   20255
    6979   -4029  -25438   20255
    6980   -3301  -25543   20255
    6981   -2570  -25627   20255
    6982   -1837  -25690   20255
    6983   -1103  -25732   20255
    6984    -367  -25753   20255
    6985     367  -25753   20255
    6986    1103  -25732   20255
    6987    1837  -25690   20255
    6988    2570  -25627   20255
    6989    3301  -25543   20255
    6990    4029  -25438   20255
    6991    4753  -25313   20255
    6992    5474  -25167   20255
    6993    6191  -25000   20255
    6994    6902  -24813   20255
    6995    7608  -24606   20255
    6996    8308  -24379   20255
    6997    9000  -24132   20255
    6998    9686  -23865   20255
    6999   10363  -23578   20255
    7000   11032  -23273   20255
    7001   11692  -22948   20255
    7002   12343  -22605   20255
    7003   12984  -22243   20255
    7004   13613  -21863   20255
    7005   14232  -21466   20255
    7006   14839  -21051   20255
    7007   15435  -20618   20255
    7008   16017  -20169   20255
    7009   16586  -19703   20255
    7010   17142  -19222   20255
    7011   17684  -18724   20255
    7012   18212  -18212   20255
    7013   18724  -17684   20255
    7014   19222  -17142   20255
    7015   19703  -16586   20255
    7016   20169  -16017   20255
    7017   20618  -15435   20255
    7018   21051  -14839   20255
    7019   21466  -14232   20255
    7020   21863  -13613   20255
    7021   22243  -12984   20255
    7022   22605  -12343   20255
    7023   22948  -11692   20255
    7024   23273  -11032   20255
    7025   23578  -10363   20255
    7026   23865   -9686   20255
    7027   24132   -9000   20255
    7028   24379   -8308   20255
    7029   24606   -7608   20255
    7030   24813   -6902   20255
    7031   25000   -6191   20255
    7032   25167   -5474   20255
    7033   25313   -4753   20255
    7034   25438   -4029   20255
    7035   25543   -3301   20255
    7036   25627   -2570   20255
    7037   25690   -1837   20255
    7038   25732   -1103   20255
    7039   25753    -367   20255
    7040   26063       0   19858
    7041   26052     744   19858
    7042   26020    1487   19858
    7043   25967    2230   19858
    7044   25893    2971   19858
    7045   25798    3709   19858
    7046   25681    4444   19858
    7047   25544    5175   19858
    7048   25386    5903   19858
    7049   25207    6625   19858
    7050   25007    7342   19858
    7051   24787    8054   19858
    7052   24547    8758   19858
    7053   24287    9456   19858
    7054   24007   10145   19858
    7055   23708   10827   19858
    7056   23389   11499   19858
    7057   23051   12162   19858
    7058   22694   12816   19858
    7059   22319   13459   19858
    7060   21925   14090   19858
    7061   21514   14711   19858
    7062   21085   15319   19858
    7063   20639   15915   19858
    7064   20176   16498   19858
    7065   19697   17067   19858
    7066   19202   17623   19858
    7067   18690   18164   19858
    7068   18164   18690   19858
    7069   17623   19202   19858
    7070   17067   19697   19858
    7071   16498   20176   19858
    7072   15915   20639   19858
    7073   15319   21085   19858
    7074   14711   21514   19858
    7075   14090   21925   19858
    7076   13459   22319   19858
    7077   12816   22694   19858
    7078   12162   23051   19858
    7079   11499   23389   19858
    7080   10827   23708   19858
    7081   10145   24007   19858
    7082    9456   24287   19858
    7083    8758   24547   19858
    7084    8054   24787   19858
    7085    7342   25007   19858
    7086    6625   25207   19858
    7087    5903   25386   19858
    7088    5175   25544   19858
    7089    4444   25681   19858
    7090    3709   25798   19858
    7091    2971   25893   19858
    7092    2230   25967   19858
    7093    1487   26020   19858
    7094     744   26052   19858
    7095       0   26063   19858
    7096    -744   26052   19858
    7097   -1487   26020   19858
    7098   -2230   25967   19858
    7099   -2971   25893   19858
    7100   -3709   25798   19858
    7101   -4444   25681   19858
    7102   -5175   25544   19858
    7103   -5903   25386   19858
    7104   -6625   25207   19858
    7105   -7342   25007   19858
    7106   -8054   24787   19858
    7107   -8758   24547   19858
    7108   -9456   24287   19858
    7109  -10145   24007   19858
    7110  -10827   23708   19858
    7111  -11499   23389   19858
    7112  -12162   23051   19858
    7113  -12816   22694   19858
    7114  -13459   22319   19858
    7115  -14090   21925   19858
    7116  -14711   21514   19858
    7117  -15319   21085   19858
    7118  -15915   20639   19858
    7119  -16498   20176   19858
    7120  -17067   19697   19858
    7121  -17623   19202   19858
    7122  -18164   18690   19858
    7123  -18690   18164   19858
    7124  -19202   17623   19858
    7125  -19697   17067   19858
    7126  -20176   16498   19858
    7127  -20639   15915   19858
    7128  -21085   15319   19858
    7129  -21514   14711   19858
    7130  -21925   14090   19858
    7131  -22319   13459   19858
    7132  -22694   12816   19858
    7133  -23051   12162   19858
    7134  -23389   11499   19858
    7135  -23708   10827   19858
    7136  -24007   10145   19858
    7137  -24287    9456   19858
    7138  -24547    8758   19858
    7139  -24787    8054   19858
    7140  -25007    7342   19858
    7141  -25207    6625   19858
    7142  -25386    5903   19858
    7143  -25544    5175   19858
    7144  -25681    4444   19858
    7145  -25798    3709   19858
    7146  -25893    2971   19858
    7147  -25967    2230   19858
    7148  -26020    1487   19858
    7149  -26052     744   19858
    7150  -26063       0   19858
    7151  -26052    -744   19858
    7152  -26020   -1487   19858
    7153  -25967   -2230   19858
    7154  -25893   -2971   19858
    7155  -25798   -3709   19858
    7156  -25681   -4444   19858
    7157  -25544   -5175   19858
    7158  -25386   -5903   19858
    7159  -25207   -6625   19858
    7160  -25007   -7342   19858
    7161  -24787   -8054   19858
    7162  -24547   -8758   19858
    7163  -24287   -9456   19858
    7164  -24007  -10145   19858
    7165  -23708  -10827   19858
    7166  -23389  -11499   19858
    7167  -23051  -12162   19858
    7168  -22694  -12816   19858
    7169  -22319  -13459   19858
    7170  -21925  -14090   19858
    7171  -21514  -14711   19858
    7172  -21085  -15319   19858
    7173  -20639  -15915   19858
    7174  -20176  -16498   19858
    7175  -19697  -17067   19858
    7176  -19202  -17623   19858
    7177  -18690  -18164   19858
    7178  -18164  -18690   19858
    7179  -17623  -19202   19858
    7180  -17067  -19697   19858
    7181  -16498  -20176   19858
    7182  -15915  -20639   19858
    7183  -15319  -21085   19858
    7184  -14711  -21514   19858
    7185  -14090  -21925   19858
    7186  -13459  -22319   19858
    7187  -12816  -22694   19858
    7188  -12162  -23051   19858
    7189  -11499  -23389   19858
    7190  -10827  -23708   19858
    7191  -10145  -24007   19858
    7192   -9456  -24287   19858
    7193   -8758  -24547   19858
    7194   -8054  -24787   19858
    7195   -7342  -25007   19858
    7196   -6625  -25207   19858
    7197   -5903  -25386   19858
    7198   -5175  -25544   19858
    7199   -4444  -25681   19858
    7200   -3709  -25798   19858
    7201   -2971  -25893   19858
    7202   -2230  -25967   19858
    7203   -1487  -26020   19858
    7204    -744  -26052   19858
    7205       0  -26063   19858
    7206     744  -26052   19858
    7207    1487  -26020   19858
    7208    2230  -25967   19858
    7209    2971  -25893   19858
    7210    3709  -25798   19858
    7211    4444  -25681   19858
