#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
    6894  -12203  -16842  -25319
    6895  -16035   28099    5191
    6896   13495    1263  -29831
    6897  -10671  -30973     678
    6898   -7301    6898   31189
    6899   30115   12329   -3833
    6900    -696  -19013   26677
    6901  -28367   14118   -8346
    6902   18707   15245   22164
    6903    7707  -29136  -12858
    6904  -27223    4577   17651
    6905   15498   23058  -17371
    6906   15786  -25530   13139
    6907  -24186   -3127  -21883
    6908    9238   30230    8626
    6909   14572  -12827  -26396
    6910  -29631  -13368    4114
    6911      15   10877  -30908
    6912   29828  -13556    -398
    6913   -9720   -8509   30112
    6914   -9382   31008   -4910
    6915   20276   -2679   25600
    6916  -16578  -26646   -9423
    6917  -13933   20853   21087
    6918   29258    4836  -13935
    6919   -7303  -27305   16575
    6920  -20944   17165  -18448
    6921   27312   13498   12062
    6922     790  -23363  -22960
    6923  -29474   12162    7550
    6924   13014   12227  -27473
    6925   10542  -30875    3037
    6926   -7080     682  -31985
    6927   16303   28385   -1474
    6928    8875  -12321   29035
    6929  -31579   -6370   -5987
    6930    4872   21178   24523
    6931   24684  -18817  -10499
    6932  -22841  -12308   20010
    6933   -2009   29056  -15012
    6934   27058  -10065   15498
    6935  -18531  -18682  -19524
    6936  -10998   28844   10985
    6937   22227   -1355  -24037
    6938  -15007  -28399    6473
    6939   -9852   12708  -28549
    6940   31814    7592    1960
    6941    -833   -4310   32471
    6942  -26660   18877   -2551
    6943   14747    8630   27959
    6944    3330  -31822   -7064
    6945  -21721    7220   23446
    6946   20807   22510  -11576
    6947   10401  -24637   18934
    6948  -28535     733  -16089
    6949   12821   26482   14421
    6950   16311  -19575  -20601
    6951  -30105   -8315    9909
    6952    3263   20791  -25114
    6953   27018  -17736    5396
    6954  -11824   -7491  -29626
    6955   -4554   32436     883
    6956    9003   -2644   31394
    6957  -21249  -24677   -3628
    6958   -7890   16993   26882
    6959   31738     302   -8141
    6960   -9668  -21904   22369
    6961  -20154   22524  -12653
    6962   26207    8242   17857
    6963   -3354  -27708  -17166
    6964  -25580   15531   13344
    6965   20280   13872  -21678
    6966    5485  -31073    8832
    6967  -19075    4880  -26191
    6968   20314   25344    4319
    6969    5182  -10203  -30703
    6970  -32733   -1465    -192
    6971    4615   11541   30317
    6972   22460  -23389   -4705
    6973  -19037   -6733   25805
    6974    2677   31329   -9217
    6975   21730  -12168   21292
    6976  -23949  -17651  -13730
    6977   -5865   27526   16780
    6978   26590   -5813  -18242
    6979  -18155  -24362   12267
    6980  -11409   20632  -22755
    6981   31734    2542    7755
    6982   -6148  -17097  -27267
    6983  -23398   22708    3242
    6984    7425    2924  -31780
    6985   -1637  -32701   -1269
    6986  -13147    6765   29241
    6987   25272   20037   -5782
    6988    5218  -20855   24728
    6989  -30605    5569  -10294
    6990   14671   21206   20216
    6991   15038  -25065  -14807
    6992  -28568   -3305   15703
    6993    8073   25203  -19319
    6994   22841  -20656   11191
    6995  -20620   -8971  -23832
    6996     474   32075    6678
    6997   14873   -7002  -28344
    6998  -24888  -21202    2166
    6999    -672    2335   32676
    7000   32340   -4715   -2346
    7001   -9036  -14099   28164
    7002  -17441   26878   -6858
    7003   22421    3398   23651
    7004   -8338  -29577  -11371
    7005  -20342   17133   19139
    7006   25860   12352  -15884
    7007     598  -29315   14626
    7008  -23572   10099  -20396
    7009   22998   21034   10114
    7010    6608  -20237  -24909
    7011  -32091    3530    5601
    7012    7351   12410  -29421
    7013   18782  -26827    1089
    7014   -8518   -1599   31599
    7015    7732   31657   -3423
    7016   14511  -11373   27087
    7017  -28186  -14704   -7935
    7018   -1320   23712   22574
    7019   28263  -10948  -12448
    7020  -19511  -19149   18062
    7021   -9635   26327  -16960
    7022   29751   -2216   13549
    7023  -11856  -21725  -21473
    7024  -18961   25148    9037
    7025   19475    4372  -25985
    7026   -6585  -31777    4524
    7027   -9683    7053  -30498
    7028   28499   16169      12
    7029    1081  -11867   30523
    7030  -30659   10650   -4500
    7031   13722   14450   26010
    7032   11862  -29184   -9012
    7033  -24709     967   21498
    7034   13365   26685  -13525
    7035   17646  -21765   16985
    7036  -26463   -6928  -18037
    7037    5100   29867   12473
    7038   19696  -13311  -22550
    7039  -27076  -16648    7960
    7040   -2323   18327  -27062
    7041   31138   -9601    3448
    7042   -5802   -6558  -31575
    7043  -13392   29886   -1064
    7044   14373     -56   29446
    7045  -13434  -29361   -5576
    7046  -13962   16032   24933
    7047   29861    8953  -10089
    7048   -3420  -25395   20421
    7049  -24867   15559  -14601
    7050   23858   15854   15908
    7051    4274  -26268  -19114
    7052  -29657    8013   11396
    7053   14435   17523  -23626
    7054   14121  -28755    6883
    7055  -16779    -525  -28139
    7056   12542   30178    2371
    7057    1872   -2003  -32652
    7058  -30969  -10487   -2141
    7059    1615   16316   28369
    7060   27781  -16049   -6653
    7061  -18258  -13082   23856
    7062   -6015   30212  -11166
    7063   25759   -5995   19344
    7064  -17501  -22837  -15678
    7065  -13795   25756   14831
    7066   25749    1715  -20191
    7067  -10916  -29120   10319
    7068  -15245   15198  -24703
    7069   30161   11412    5806
    7070    -940  -14805  -29216
    7071  -28909   15369    1294
    7072    6240    4812   31805
    7073    7489  -31736   -3218
    7074  -17794    3485   27292
    7075   18466   25940   -7730
    7076   11844  -20357   22780
    7077  -30236   -3087  -12243
    7078    8645   25791   18267
    7079   20629  -19166  -16755
    7080  -27427  -11498   13755
    7081     703   24916  -21268
    7082   28259  -13770    9242
    7083  -15570  -12907  -25780
    7084   -8553   31275    4730
    7085   12334   -1967  -30293
    7086  -18050  -27346     217
    7087   -6064    9626   30728
    7088   32180    4435   -4294
    7089   -5587  -18846   26215
    7090  -23864   20654   -8807
    7091   22291   10282   21703
    7092     209  -29936  -13319
    7093  -25491   11328   17190
    7094   20532   18278  -17832
    7095    8992  -28845   12678
    7096  -23785    2940  -22344
    7097   16537   27083    8165
    7098   10558  -15519  -26857
    7099  -32081   -5579    3653
    7100    2369    9164  -31369
    7101   25507  -20550    -859
    7102  -12449   -6283   29651
    7103   -1364   32294   -5371
    7104   19494   -7853   25139
    7105  -22587  -21581   -9884
    7106   -8428   24024   20626
    7107   29321   -2580  -14396
    7108  -14002  -24858   16113
    7109  -15822   21581  -18909
    7110   29987    6310   11601
    7111   -4950  -22373  -23421
    7112  -25603   19180    7088
    7113   15009    8250  -27934
    7114    2526  -32567    2576
    7115   -4296    1557  -32446
    7116   22839   23415   -1936
    7117    5838  -14935   28574
    7118  -32081    1687   -6448
    7119   10226   19751   24062
    7120   19123  -24245  -10961
    7121  -25525   -6318   19549
    7122    5243   28403  -15473
    7123   23899  -16623   15037
    7124  -22299  -13302  -19986
    7125   -3488   30834   10524
    7126   20705   -6690  -24498
    7127  -21665  -23835    6012
    7128   -6041   13983  -29011
    7129   32727    -567    1499
    7130   -2997   -6326   32010
    7131  -21096   24890   -3012
    7132   17136    4888   27497
    7133   -4681  -31545   -7525
    7134  -19628   12651   22985
    7135   25606   16524  -12037
    7136    3987  -26768   18472
    7137  -27199    7742  -16550
    7138   19154   22625   13960
    7139   10761  -22676  -21062
    7140  -31370    -561    9447
    7141    8114   18807  -25575
    7142   21801  -23958    4935
    7143  -12345   -3996  -30087
    7144    3665   32558     422
    7145    9284   -5531   30933
    7146  -26679  -18579   -4089
    7147   -3528   19056   26421
    7148   30695   -7579   -8602
    7149  -15079  -19139   21908
    7150  -13821   26658  -13114
    7151   27728    1474   17396
    7152  -10042  -25731  -17627
    7153  -21048   21555   12883
    7154   22705    8244  -22139
    7155   -2433  -31586    8371
    7156  -16708    9173  -26652
    7157   26030   19523    3858
    7158    2192   -9880  -31164
    7159  -32061    6728    -654
    7160    7976   10891   29856
    7161   15895  -28183   -5166
    7162  -20687   -1832   25344
    7163   10347   29545   -9679
    7164   18297  -17462   20831
    7165  -27388  -11051  -14191
    7166    1183   28389   16319
    7167   24025  -12109  -18704
    7168  -23791  -19189   11806
    7169   -5800   22383  -23216
    7170   31475   -5456    7294
    7171   -9811  -14439  -27729
    7172  -17030   27855    2781
    7173    5799     720  -32241
    7174   -9721  -31243   -1730
    7175  -11706   10409   28779
    7176   29387   13079   -6243
    7177    -141  -22017   24267
    7178  -28112   12948  -10755
    7179   19757   17118   19754
    7180    8256  -27791  -15268
    7181  -28736    3944   15242
    7182   13911   22110  -19780
    7183   17069  -25829   10729
    7184  -21712   -3476  -24293
    7185    8470   31036    6217
    7186   12028   -9960  -28805
    7187  -29408  -14350    1704
    7188    -172    5983   32215
    7189   30114  -12605   -2807
    7190  -12813  -11917   27703
    7191  -10167   30277   -7320
    7192   23030   -2338   23190
    7193  -15352  -26419  -11832
    7194  -15625   21923   18678
    7195   27866    5474  -16345
    7196   -6770  -28760   14165
    7197  -20019   15422  -20857
    7198   27640   14714    9653
    7199    1326  -20694  -25370
    7200  -30273   11435    5140
    7201    9514    9495  -29882
    7202   11516  -30669     628
    7203  -10178     672   31138
    7204   15346   28689   -3884
    7205   11624  -15152   26626
    7206  -30844   -7196   -8396
    7207    4708   23716   22113
    7208   24490  -17527  -12909
    7209  -23923  -13839   17601
    7210   -2749   27615  -17422
    7211   28457   -9619   13088
    7212  -16613  -17791  -21934
    7213  -12153   29196    8576
    7214   19335    -594  -26447
    7215  -14316  -29192    4063
    7216   -6828    8279  -30959
    7217   31624    8563    -448
    7218   -2086  -12868   30061
    7219  -26986   17910   -4961
    7220   17385   10891   25549
    7221    4204  -31084   -9473
    7222  -24067    7201   21036
    7223   19448   22356  -13986
    7224   11786  -25723   16524
    7225  -27045    -120  -18498
    7226   12451   27827   12011
    7227   15466  -17462  -23011
    7228  -30475   -9416    7499
    7229    2225   17639  -27523
    7230   27806  -17075    2986
    7231   -5698   -3856  -32036
    7232   -5527   32261   -1525
    7233   14785   -3862   28985
    7234  -20268  -25027   -6038
    7235   -9768   19476   24472
    7236   30997    1230  -10550
    7237   -9771  -24078   19960
    7238  -20049   21090  -15063
    7239   27291    9497   15447
    7240   -2369  -26169  -19575
    7241  -26874   15227   10935
    7242   17947   13088  -24088
    7243    6537  -31459    6422
    7244  -15603    3494  -28600
    7245   19678   26129    1910
    7246    2277   -4168   32420
    7247  -32571   -2444   -2602
    7248    5892   16127   27908
    7249   22840  -22391   -7114
    7250  -21388   -8298   23395
    7251    1686   30588  -11627
    7252   23749  -12372   18883
    7253  -22434  -17603  -16139
    7254   -7003   28602   14370
    7255   25004   -4681  -20652
    7256  -17908  -25608    9858
    7257  -10705   18049  -25164
    7258   32132    3553    5345
    7259   -4304  -13205  -29677
    7260  -24183   22093     833
    7261    8777    3766   31343
    7262    -646  -32553   -3679
    7263  -16976    8097   26831
    7264   24254   20451   -8191
    7265    6522  -23086   22318
    7266  -29865    4509  -12704
    7267   14960   23082   17806
    7268   15057  -23463  -17216
    7269  -29633   -4337   13293
    7270    6774   23571  -21729
    7271   24042  -20458    8781
    7272  -17748   -8367  -26241
    7273    -499   32483    4268
    7274   10370   -4505  -30754
    7275  -24290  -21991    -243
    7276   -3836   11952   30267
    7277   32207   -3708   -4756
    7278  -10412  -17377   25754
    7279  -17895   25836   -9268
    7280   24543    4480   21242
    7281   -7199  -28843  -13781
    7282  -22086   17491   16729
    7283   24165   12451  -18293
    7284    1537  -30365   12217
    7285  -21896    8609  -22806
    7286   22842   22193    7704
    7287    6132  -17022  -27318
    7288  -32508    2586    3192
    7289    3759    6806  -31831
    7290   19578  -26241   -1320
    7291  -14540   -3187   29190
    7292    6702   31539   -5832
    7293   17359  -12779   24677
    7294  -27119  -15205  -10345
    7295   -2213   25732   20165
    7296   27538   -9722  -14857
    7297  -19927  -20774   15652
    7298   -9827   24533  -19370
    7299   30785   -1361   11140
    7300  -10147  -20007  -23882
    7301  -20083   25028    6627
    7302   15839    4061  -28395
    7303   -5666  -32203    2115
    7304   -2506    1712   32626
    7305   27924   16975   -2397
    7306    2032  -16708   28113
    7307  -30559    9592   -6909
    7308   15147   16947   23601
    7309   12417  -28089  -11422
    7310  -26631     238   19088
    7311   12043   25975  -15934
    7312   19161  -22227   14575
    7313  -24562   -7229  -20447
    7314    4319   30882   10063
    7315   17939  -11351  -24959
    7316  -26986  -17736    5550
    7317   -2228   14145  -29472
    7318   31573   -8702    1038
    7319   -5661   -6802   31549
    7320  -14214   29317   -3474
    7321   18505     486   27036
    7322  -12344  -29283   -7986
    7323  -16163   17466   22524
    7324   28737    9570  -12499
    7325   -2834  -27225   18011
    7326  -24178   14131  -17011
    7327   24357   17267   13499
    7328    4701  -24254  -21524
    7329  -30653    7297    8986
    7330   12180   15729  -26036
    7331   15181  -28691    4474
    7332  -11827    -728  -30549
    7333   11656   30623     -38
    7334    8487   -8547   30472
    7335  -30407  -11330   -4550
    7336    1368   19947   25959
    7337   27728  -14922   -9063
    7338  -19692  -15029   21447
    7339   -6702   29059  -13575
    7340   27500   -5531   16934
    7341  -15957  -22177  -18088
    7342  -15115   26284   12422
    7343   23614    2290  -22600
    7344  -10258  -30097    7909
    7345  -13416   12591  -27113
    7346   30119   12448    3397
    7347    -285   -8567  -31625
    7348  -29365   14493   -1115
    7349   11191    9182   29395
    7350    8358  -31179   -5627
    7351  -21035    3465   24883
    7352   17295   25917  -10140
    7353   13570  -21784   20370
    7354  -29053   -3855  -14652
    7355    8289   27449   15858
    7356   20008  -17494  -19165
    7357  -27978  -12734   11345
    7358     -43   22650  -23677
    7359   29218  -13162    6833
    7360  -12531  -11042  -28190
    7361   -9569   31252    2320
    7362    2034    -261  -32702
    7363  -17179  -27816   -2192
    7364   -9203   13675   28318
    7365   31626    5336   -6704
    7366   -5745  -21769   23806
    7367  -23876   19436  -11217
    7368   23703   11813   19293
    7369    1067  -28724  -15729
    7370  -27069   11064   14781
    7371   18720   17705  -20242
    7372   10152  -29413   10268
    7373  -21375    1990  -24754
    7374   15972   28025    5756
    7375    8651  -11927  -29267
    7376  -32075   -6581    1243
    7377    1786    7883   31754
    7378   25994  -19679   -3268
    7379  -16000   -8690   27241
    7380   -2301   31746   -7781
    7381   22148   -8155   22729
    7382  -21317  -21635  -12293
    7383   -9787   25416   18216
    7384   28082   -1619  -16806
    7385  -13818  -26361   13704
    7386  -15311   19614  -21318
    7387   30567    7402    9191
    7388   -3759  -19806  -25831
    7389  -26530   18653    4679
    7390   10652    6281  -30343
    7391    3519  -32577     166
    7392  -10937    3595   30677
    7393   21966   23922   -4345
    7394    7732  -18146   26165
    7395  -31539     706   -8858
    7396   10643   22170   21652
    7397   19226  -22918  -13370
    7398  -26893   -7524   17140
    7399    4167   27138  -17883
    7400   25331  -16508   12627
    7401  -20162  -12867  -22395
    7402   -4518   31422    8115
    7403   17957   -5209  -26908
    7404  -21168  -24750    3602
    7405   -3942    8418  -31420
    7406   32751     420    -909
    7407   -5631  -12874   29600
    7408  -21627   24010   -5422
    7409   20085    6390   25088
    7410   -3649  -31010   -9934
    7411  -21841   13162   20575
    7412   24219   16684  -14447
    7413    5058  -28108   16063
    7414  -25912    6537  -18960
    7415   19097   23990   11550
    7416   10420  -20350  -23472
    7417  -31965   -1537    7038
    7418    6276   15846  -27985
    7419   22706  -23488    2525
    7420   -3948   -1411  -32497
    7421    2676   32596   -1986
    7422   14096   -7832   28523
    7423  -25789  -19140   -6499
    7424   -4719   21791   24011
    7425   30170   -6491  -11011
    7426  -15665  -21167   19498
    7427  -14048   25205  -15524
    7428   29038    2423   14986
    7429   -8693  -24426  -20036
    7430  -22351   21549   10473
    7431   20166    8019  -24549
    7432   -1504  -32185    5961
    7433  -13481    6880  -29061
    7434   25583   20422    1448
    7435    1777   -7006   31959
    7436  -32115    5734   -3063
    7437   10133   14752   27447
    7438   16491  -27282   -7576
    7439  -23238   -2766   22934
    7440    9194   29034  -12088
    7441   20158  -18108   18422
    7442  -25866  -11356  -16601
    7443     340   29666   13909
    7444   22706  -10597  -21113
    7445  -23827  -20435    9397
    7446   -5716   19603  -25626
    7447   32077   -4568    4884
    7448   -6902  -10848  -30138
    7449  -17926   27425     372
    7450   10822    1676   30882
    7451   -8715  -31313   -4140
    7452  -14917   12480   26370
    7453   28472   13716   -8652
    7454     579  -24404   21857
    7455  -27620   11725  -13165
    7456   20451   18829   17345
    7457    8650  -26197  -17677
    7458  -29979    3197   12832
    7459   12218   20783  -22190
    7460   18263  -25901    8320
    7461  -18652   -3566  -26702
    7462    7617   31641    3807
    7463    7862   -6120  -31215
    7464  -28994  -15248    -704
    7465    -802   13588   29805
    7466   30203  -11584   -5217
    7467  -14818  -14640   25293
    7468  -10851   29347   -9729
    7469   25270   -1798   20780
    7470  -14050  -25950  -14242
    7471  -17199   22654   16268
    7472   26196    5972  -18754
    7473   -6107  -29969   11755
    7474  -18693   13522  -23267
    7475   27742   15861    7243
    7476    1634  -17299  -27779
    7477  -30880   10612    2730
    7478    3813    4042  -32292
    7479   12420  -30269   -1781
    7480  -15747     564   28729
    7481   14305   28799   -6294
    7482   13958  -17099   24216
    7483  -29898   -7934  -10806
    7484    4320   25821   19704
    7485   24052  -16139  -15319
    7486  -24680  -15288   15191
    7487   -3365   25866  -19831
    7488   29632   -9030   10679
    7489  -14478  -16474  -24344
    7490  -13257   29323    6166
    7491   15523      -9  -28856
    7492  -13516  -29803    1654
    7493   -4122    4701   32164
    7494   31235    9478   -2858
    7495   -2288  -17429   27652
    7496  -27121   16844   -7370
    7497   19279   12903   23139
    7498    5004  -30123  -11883
    7499  -26047    6945   18627
    7500   17965   21956  -16395
    7501   13123  -26499   14114
    7502  -25214    -873  -20908
    7503   11927   28969    9602
    7504   14168  -15056  -25420
    7505  -30624  -10484    5089
    7506    1269   13268  -29933
    7507   28422  -16294     577
    7508   -8396   -6058   31088
    7509   -6457   31882   -3935
    7510   18683   -4283   26575
    7511  -19173  -25192   -8447
    7512  -11509   21317   22063
    7513   30021    2100  -12960
    7514   -9626  -25941   17550
    7515  -19695   19505  -17472
    7516   28080   10732   13037
    7517   -1460  -24252  -21985
    7518  -27984   14759    8525
    7519   15224   11822  -26497
    7520    7574  -31625    4012
    7521  -10394    2000  -31010
    7522   18911   26753    -499
    7523    6652  -11346   30011
    7524  -32202   -3396   -5012
    7525    6475   19533   25498
    7526   23039  -21263   -9524
    7527  -23175   -9806   20986
    7528     737   29598  -14037
    7529   25503  -12323   16473
    7530  -20737  -17307  -18549
    7531   -8145   29398   11961
    7532   22998   -3591  -23062
    7533  -17489  -26689    7448
    7534   -9484   14945  -27574
    7535   32314    4563    2936
    7536   -1866   -6372  -32087
    7537  -24818   21336   -1576
    7538   13942    6487   28934
    7539     331  -32194   -6088
    7540  -19992    8805   24421
    7541   23089   20692  -10601
    7542    7827  -24819   19909
    7543  -28865    3471  -15113
    7544   14991   24735   15396
    7545   14831  -21645  -19626
    7546  -30431   -5397   10884
    7547    5475   21471  -24138
    7548   25095  -20081    6371
    7549  -14169   -7210  -28651
    7550   -1489   32680    1859
    7551    4722   -1884   32370
    7552  -23538  -22639   -2653
    7553   -5765   16260   27857
    7554   31859   -2697   -7165
    7555  -11217  -20071   23345
    7556  -18183   24630  -11678
    7557   26221    5609   18832
    7558   -6062  -27834  -16190
    7559  -23645   17592   14320
    7560   22215   12308  -20703
    7561    2522  -31162    9807
    7562  -19695    7065  -25215
    7563   22502   23222    5295
    7564    5059  -12818  -29728
    7565  -32717    1612     782
    7566    4438    8643   31293
    7567   20245  -25492   -3730
    7568  -18312   -4597   26780
    7569    5653   31205   -8242
    7570   19778  -13660   22268
    7571  -25869  -15548  -12755
    7572   -3186   27354   17755
    7573   26527   -8474  -17267
    7574  -20085  -22245   13243
    7575   -9784   22440  -21780
    7576   31579    -442    8730
    7577   -8315  -17698  -26292
    7578  -21091   24718    4218
    7579   10729    3099  -30805
    7580   -4702  -32426    -294
    7581  -10676    6831   30216
    7582   27175   17665   -4806
    7583    3060  -20090   25703
    7584  -30241    8499   -9319
    7585   16084   19127   21191
    7586   12824  -26793  -13831
    7587  -28198    -598   16678
    7588   10672   24965  -18344
    7589   20551  -22434   12166
    7590  -22312   -7305  -22856
    7591    3459   31672    7653
    7592   15508   -9169  -27369
    7593  -26703  -18727    3141
    7594   -1402    7433  -31881
    7595   31809   -7742   -1371
    7596   -9234  -11801   29139
    7597  -14931   28567   -5883
    7598   21580    1219   24627
    7599  -11201  -28985  -10396
    7600  -18133   18446   20114
    7601   27393   10050  -14908
    7602   -2117  -28736   15602
    7603  -23176   12623  -19421
    7604   24604   18582   11089
    7605    4919  -21832  -23933
    7606  -31437    6489    6577
    7607    9564   13153  -28446
    7608   16159  -28430    2064
    7609   -3524    -323   32575
    7610   10697   30874   -2447
    7611   12276  -11638   28062
    7612  -29652  -12080   -6960
    7613     873   22766   23550
    7614   27454  -13723  -11472
    7615  -20702  -16812   19037
    7616   -7266   27664  -15985
    7617   28956   -4920   14525
    7618  -14297  -21191  -20498
    7619  -16362   26564   10012
    7620   20999    2678  -25010
    7621   -9494  -30875    5500
    7622  -10653    9410  -29523
    7623   29877   13417     987
    7624     -28   -9028   31498
    7625  -29634   13530   -3524
    7626   14006   12217   26985
    7627    9147  -30420   -8037
    7628  -23634    3164   22473
    7629   16034   25672  -12549
    7630   15185  -22813   17960
    7631  -27607   -4514  -17062
    7632    7771   28851   13448
    7633   19047  -15665  -21574
    7634  -28285  -13919    8935
    7635    -636   19817  -26087
    7636   29990  -12436    4423
    7637   -8554   -8009  -30599
    7638  -10534   31027     -89
    7639   12115   -1189   30421
    7640  -16206  -28104   -4601
    7641  -11696   16296   25909
    7642   30863    6170   -9114
    7643   -5606  -24175   21396
    7644  -23667   18106  -13626
    7645   24744   13278   16884
    7646    1835  -27226  -18139
    7647  -28419   10628   12371
    7648   16702   16780  -22651
    7649   11281  -29742    7859
    7650  -18288    1147  -27164
    7651   15278   28793    3346
    7652    5124   -6633  -31676
    7653  -31864   -7546   -1165
    7654    2791   14309   29344
    7655   26305  -18694   -5678
    7656  -18469  -10765   24832
    7657   -3188   30978  -10190
    7658   24379   -8150   20319
    7659  -19914  -21468  -14703
    7660  -11117   26461   15807
    7661   26530    -728  -19215
    7662  -13451  -27661   11294
    7663  -14435   17385  -23728
    7664   30915    8481    6782
    7665   -2605  -16411  -28240
    7666  -27295   17985    2269
    7667     795     501  -32753
    7668    4489  -32380   -2242
    7669  -15891    4697   28267
    7670   20963   24260   -6755
    7671    9469  -20486   23755
    7672  -30767    -239  -11267
    7673   10751   24244   19242
    7674   19111  -21433  -15780
    7675  -27936   -8733   14730
    7676    3136   25535  -20292
    7677   26583  -16203   10217
    7678  -17691  -12056  -24805
    7679   -5554   31784    5705
    7680   14170   -3651  -29317
    7681  -20523  -25515    1192
    7682   -3736    7388   31703
    7683   32568    1401   -3319
    7684   -6819  -16965   27191
    7685  -21998   22987   -7832
    7686   22310    7847   22678
    7687   -2636  -30237  -12344
    7688  -23770   13364   18166
    7689   22647   16631  -16857
    7690    6157  -29143   13653
    7691  -24257    5347  -21369
    7692   18846   25197    9141
    7693    9694  -17601  -25882
    7694  -32339   -2535    4628
    7695    4162   11511  -30394
    7696   23474  -22861     116
    7697  -10845   -4249   30626
    7698    1680   32427   -4396
    7699   17582   -9086   26114
    7700  -24742  -19547   -8908
    7701   -5938   23911   21601
    7702   29399   -5403  -13421
    7703  -15946  -22964   17089
    7704  -14067   23540  -17933
    7705   30062    3425   12576
    7706   -7321  -22720  -22446
    7707  -23518   21343    8064
    7708   17091    7401  -26958
    7709    -538  -32569    3551
    7710   -8247    3900  -31471
    7711   24969   21196    -960
    7712    3894  -13612   29550
    7713  -31960    4717   -5473
    7714   11437   17776   25037
    7715   16942  -26208   -9985
    7716  -25260   -3783   20525
    7717    8022   28268  -14498
    7718   21833  -18454   16012
    7719  -24102  -11461  -19010
    7720    -573   30677   11499
    7721   20951   -9019  -23523
    7722  -23660  -21564    6987
    7723   -5236   16132  -28035
    7724   32471   -3629    2474
    7725   -1931   -3248  -32548
    7726  -18710   26822   -2037
    7727   15942    2965   28473
    7728   -7672  -31175   -6550
    7729  -17567   13818   23960
    7730   27370   14218  -11062
    7731    1420  -26332   19448
    7732  -26864   10459  -15575
    7733   20850   20392   14935
    7734    8855  -24325  -20087
    7735  -30975    2361   10423
    7736   10401   18982  -24600
    7737   19358  -25767    5910
    7738  -14678   -3268  -29112
    7739    6698   32044    1398
    7740    6013   -4396   31908
    7741  -28398  -16046   -3114
    7742   -1599   17904   27396
    7743   30084  -10509   -7626
    7744  -16178  -16978   22883
    7745  -11411   28215  -12139
    7746   27109   -1108   18371
    7747  -12681  -25210  -16651
    7748  -18659   23096   13858
    7749   24210    6293  -21164
    7750   -5339  -30948    9346
    7751  -16845   11427  -25676
    7752   27636   16926    4833
    7753    1579  -12640  -30189
    7754  -31293    9709     321
    7755    7364    8295   30832
    7756   13238  -29679   -4191
    7757  -19517     110   26319
    7758   13192   28703   -8703
    7759   16029  -18470   21807
    7760  -28735   -8561  -13216
    7761    3763   27575   17294
    7762   23335  -14657  -17728
    7763  -25157  -16654   12782
    7764   -3823   23756  -22241
    7765   30594   -8323    8269
    7766  -12054  -14581  -26753
    7767  -14298   29242    3757
    7768    9798     289  -31266
    7769  -12624  -30228    -755
    7770   -9353   10040   29755
    7771   30649   10320   -5268
    7772   -2094  -20786   25242
    7773  -27051   15691   -9780
    7774   20652   14744   20730
    7775    5707  -28927  -14293
    7776  -27719    6502   16217
    7777   16358   21270  -18805
    7778   14403  -27003   11705
    7779  -22972   -1490  -23318
    7780   11273   29914    7192
    7781   12227  -12232  -27830
    7782  -30563  -11504    2680
    7783     342    5242  -32343
    7784   28860  -15407   -1832
    7785  -12567   -9657   28678
    7786   -7329   31300   -6344
    7787   21708   -4291   24165
    7788  -17972  -25155  -10857
    7789  -13146   22684   19653
    7790   28793    2889  -15369
    7791   -9283  -27536   15140
    7792  -19050   17760  -19882
    7793   28605   11933   10628
    7794    -655  -21866  -24394
    7795  -28913   14151    6115
    7796   11894    9826  -28907
    7797    8579  -31583    1603
    7798   -6425    1036   32114
    7799   18026   27207   -2909
    7800    9386  -14957   27601
    7801  -31623   -4303   -7421
    7802    6647   22279   23089
    7803   23039  -20010  -11934
    7804  -24530  -11263   18576
    7805    -148   28340  -16446
    7806   27023  -12066   14064
    7807  -18841  -16714  -20959
    7808   -9276   29939    9551
    7809   20452   -2564  -25471
    7810  -16921  -27603    5039
    7811   -7414   10938  -29984
    7812   32287    5558     526
    7813   -2647  -10166   31037
    7814  -25291   20448   -3985
    7815   17189    8638   26524
    7816    1280  -31619   -8498
    7817  -22497    9109   22012
    7818   21779   20737  -13010
    7819    9125  -26156   17499
    7820  -27576    2475  -17523
    7821   14809   26185   12987
    7822   14304  -19582  -22036
    7823  -30984   -6464    8474
    7824    4181   18744  -26548
    7825   25997  -19547    3962
    7826   -9153   -5011  -31061
    7827   -2477   32668    -550
    7828   12466   -4543   29960
    7829  -22645  -23135   -5062
    7830   -7481   19237   25447
    7831   31290   -1700   -9575
    7832  -11628  -22364   20935
    7833  -18280   23259  -14087
    7834   27535    6765   16422
    7835   -4943  -26519  -18600
    7836  -25029   17474   11910
    7837   19967   11864  -23112
    7838    3533  -31724    7397
    7839  -16758    5447  -27625
    7840   21995   24115    2885
    7841    2524   -5870  -32137
    7842  -32720     623   -1627
    7843    6650   13970   28883
    7844   20768  -24590   -6139
    7845  -21072   -5971   24371
    7846    4601   30643  -10652
    7847   21882  -14158   19858
    7848  -24433  -15707  -15164
    7849   -4216   28642   15346
    7850   25187   -7216  -19677
    7851  -20022  -23567   10833
    7852   -9441   19984  -24189
    7853   32147     519    6321
    7854   -6286  -14502  -28702
    7855  -21977   24236    1808
    7856    5138    1653   32319
    7857   -3709  -32443   -2703
    7858  -14875    8897   27806
    7859   26260   18220   -7216
    7860    4156  -22666   23294
    7861  -29690    7386  -11728
    7862   16652   21061   18781
