#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
   15015    4356   -7440  -31612
   15016  -32569   -3415   -1101
   15017    4554   13712   29409
   15018   23710  -21908   -5614
   15019  -19624   -8289   24896
   15020     794   31152  -10126
   15021   23092  -11175   20384
   15022  -22517  -18770  -14639
   15023   -7638   27630   15871
   15024   26266   -4117  -19151
   15025  -16861  -25697   11359
   15026  -12133   19143  -23664
   15027   31731    4462    6846
   15028   -4710  -16048  -28176
   15029  -24771   21321    2334
   15030    2045     950  -32689
   15031     317  -32692   -2178
   15032  -15060    6644   28332
   15033   23900   21393   -6691
   15034    6755  -21463   23819
   15035  -30569    3694  -11203
   15036   13735   22632   19307
   15037   16237  -23727  -15716
   15038  -28790   -5088   14794
   15039    6384   24974  -20228
   15040   24280  -19452   10282
   15041  -19152   -9732  -24741
   15042   -1449   32222    5769
   15043   13707   -5478  -29253
   15044  -23612  -22683    1257
   15045   -2678    7569   31767
   15046   32487   -2769   -3255
   15047   -8883  -15871   27255
   15048  -18891   25621   -7767
   15049   23069    4920   22742
   15050   -6482  -29679  -12280
   15051  -21835   16265   18230
   15052   24619   13621  -16792
   15053    2382  -29661   13717
   15054  -23427    8420  -21305
   15055   21896   22571    9205
   15056    7397  -18772  -25817
   15057  -32388    1615    4692
   15058    5670   11026  -30330
   15059   20362  -25671     180
   15060  -11133   -2788   30691
   15061    5808   31955   -4332
   15062   16208  -11208   26178
   15063  -27051  -16237   -8844
   15064   -2830   24418   21666
   15065   28496   -9122  -13357
   15066  -18721  -20710   17153
   15067  -10962   25182  -17869
   15068   30227    -441   12641
   15069  -10189  -21654  -22382
   15070  -20589   24159    8128
   15071   17985    5183  -26894
   15072   -4692  -32227    3616
   15073   -7865    5039  -31407
   15074   27473   17835    -896
   15075    2104  -13865   29614
   15076  -31106    8762   -5408
   15077   13564   16111   25101
   15078   13465  -28176   -9921
   15079  -25484    -525   20589
   15080   11579   27041  -14433
   15081   19273  -21065   16076
   15082  -25411   -8303  -18946
   15083    3346   30475   11564
   15084   19685  -11655  -23459
   15085  -26209  -18358    7051
   15086   -3153   16772  -27971
   15087   31737   -7745    2539
   15088   -2649   -3382  -32484
   15089  -15133   28995   -1973
   15090   16077     898   28537
   15091  -11595  -29952   -6485
   15092  -15610   15899   24024
   15093   28983   10614  -10998
   15094   -1950  -26251   19512
   15095  -25338   13821  -15510
   15096   23257   17543   14999
   15097    5687  -25306  -20023
   15098  -30398    6293   10487
   15099   12783   17557  -24535
   15100   15903  -28018    5974
   15101  -15098   -1378  -29048
   15102   10735   30923    1462
   15103    5199   -4935   31973
   15104  -30220  -12290   -3050
   15105     695   17863   27460
   15106   28509  -14271   -7562
   15107  -18165  -14733   22948
   15108   -7721   29466  -12075
   15109   26703   -4554   18435
   15110  -15818  -23415  -16587
   15111  -15541   25264   13923
   15112   24869    3157  -21100
   15113   -9242  -29994    9410
   15114  -15309   13538  -25612
   15115   29563   13255    4898
   15116     -47  -12889  -30125
   15117  -29797   13625     385
   15118    8228    7168   30896
   15119    9341  -31134   -4126
   15120  -19257    2590   26383
   15121   16759   26798   -8639
   15122   13507  -20318   21871
   15123  -29621   -4826  -13151
   15124    7243   26830   17358
   15125   21304  -17543  -17664
   15126  -27054  -13293   12846
   15127    -760   24109  -22176
   15128   29265  -12155    8333
   15129  -13883  -12984  -26689
   15130  -10444   30821    3821
   15131    9957    -983  -31201
   15132  -16381  -28369    -691
   15133   -7913   11038   29819
   15134   31727    6323   -5203
   15135   -4714  -20273   25306
   15136  -24842   19029   -9716
   15137   22320   11961   20794
   15138    1968  -29450  -14228
   15139  -26628    9975   16281
   15140   18972   19038  -18741
   15141   10828  -28599   11769
   15142  -23039    1459  -23253
   15143   14994   28216    7256
   15144   10628  -13775  -27766
   15145  -31777   -7506    2744
   15146    1082    5530  -32278
   15147   26659  -18969   -1768
   15148  -13597   -7915   28742
   15149   -3273   31992   -6280
   15150   20916   -7006   24230
   15151  -21053  -22670  -10793
   15152  -10122   24133   19717
   15153   28961    -811  -15305
   15154  -12709  -26095   15205
   15155  -16657   20085  -19818
   15156   29874    8177   10692
   15157   -3453  -21674  -24330
   15158  -26859   17721    6180
   15159   13153    8290  -28843
   15160    4475  -32417    1667
   15161   -5928    1756   32178
   15162   21357   24687   -2844
   15163    7357  -15941   27665
   15164  -31929    -229   -7357
   15165    9412   21189   23153
   15166   20312  -22807  -11869
   15167  -25725   -8025   18640
   15168    3475   28163  -16382
   15169   25235  -15402   14128
   15170  -20865  -14201  -20894
   15171   -5373   30859    9615
   15172   20033   -5175  -25407
   15173  -20301  -25208    5103
   15174   -6021   11925  -29919
   15175   32732    1389     590
   15176   -3852   -9567   31101
   15177  -22478   23516   -3921
   15178   18068    6343   26589
   15179   -2769  -31541   -8434
   15180  -21099   11879   22076
   15181   24272   17802  -12946
   15182    5702  -27067   17564
   15183  -27074    5985  -17459
   15184   18015   24057   13051
   15185   11714  -21299  -21971
   15186  -31539   -2453    8538
   15187    6571   18140  -26484
   15188   23283  -22701    4026
   15189   -9894   -3870  -30996
   15190    1714   32718    -486
   15191   11654   -6031   30024
   15192  -25422  -20060   -4998
   15193   -4944   19958   25512
   15194   30836   -5685   -9511
   15195  -14358  -20652   20999
   15196  -15176   25430  -14023
   15197   28136    3189   16487
   15198   -8302  -25712  -18536
   15199  -22574   20510   11974
   15200   21377    9242  -23048
   15201    -546  -31901    7462
   15202  -16016    7585  -27561
   15203   24890   21104    2949
   15204    1840   -6447  -32073
   15205  -32376    4797   -1562
   15206    8314   12905   28947
   15207   17464  -27051   -6075
   15208  -21591   -3221   24435
   15209    8483   29826  -10587
   15210   19858  -16804   19922
   15211  -26269  -12472  -15100
   15212    -523   28912   15410
   15213   24103  -10393  -19612
   15214  -22851  -20802   10897
   15215   -6833   21093  -24125
   15216   31937   -3588    6385
   15217   -8146  -13681  -28637
   15218  -18700   26841    1872
   15219    4914     911   32383
   15220   -7823  -31709   -2639
   15221  -13536   10660   27871
   15222   28385   14724   -7152
   15223    1224  -22946   23358
   15224  -28527   11126  -11664
   15225   19174   18731   18846
   15226    9731  -26781  -16177
   15227  -29379    2257   14333
   15228   12223   22275  -20689
   15229   18761  -25004    9821
   15230  -20442   -4539  -25202
   15231    6634   31646    5308
   15232   11143   -8156  -29714
   15233  -28528  -16098     796
   15234    -855    9634   31306
   15235   30728  -10754   -3716
   15236  -13019  -13647   26794
   15237  -11874   29410   -8229
   15238   24004    -995   22281
   15239  -13581  -26960  -12741
   15240  -17288   21425   17769
   15241   26964    6992  -17254
   15242   -5112  -29526   13256
   15243  -20261   13761  -21766
   15244   26938   16477    8744
   15245    2416  -19422  -26279
   15246  -31027    9646    4231
   15247    7444    8374  -30791
   15248   13329  -29931    -280
   15249  -12642      78   30229
   15250   13554   29444   -4793
   15251   13299  -15343   25717
   15252  -30115   -8953   -9305
   15253    3392   24749   21204
   15254   25150  -15817  -13818
   15255  -23520  -15550   16692
   15256   -4299   26817  -18330
   15257   29347   -8002   12179
   15258  -14978  -18096  -22843
   15259  -13976   28627    7667
   15260   18029     522  -27355
   15261  -12586  -30088    3154
   15262   -5191    5579  -31868
   15263   31033   10428   -1357
   15264   -1508  -14882   29153
   15265  -27876   16190   -5870
   15266   17586   12539   24640
   15267    5997  -30494  -10382
   15268  -25169    5919   20128
   15269   17806   23124  -14895
   15270   13542  -25425   15615
   15271  -26346   -1694  -19407
   15272   10888   28841   11103
   15273   15822  -15847  -23920
   15274  -30046  -11289    6590
   15275    1070   16251  -28432
   15276   28838  -15418    2078
   15277   -2707   -2077   32588
   15278   -7431   31820   -2434
   15279   16571   -3286   28076
   15280  -18631  -26044   -6946
   15281  -11404   19706   23563
   15282   30546    3047  -11459
   15283   -8531  -25257   19051
   15284  -20915   19522  -15971
   15285   27107   11290   14538
   15286    -781  -25562  -20484
   15287  -28011   13730   10026
   15288   16341   13482  -24997
   15289    8448  -31175    5513
   15290  -14059    2276  -29509
   15291   18105   27292    1001
   15292    4769   -7610   31511
   15293  -32283   -4373   -3511
   15294    5318   17788   26999
   15295   23973  -20846   -8023
   15296  -21664   -9932   22486
   15297    -141   30273  -12536
   15298   25009  -11184   17974
   15299  -20943  -18557  -17048
   15300   -8824   28540   13461
   15301   24480   -3084  -21561
   15302  -16489  -26863    8949
   15303  -11124   16433  -26073
   15304   31997    5488    4436
   15305   -2968  -11372  -30586
   15306  -25468   20616     -75
   15307   10850    5444   30435
   15308    1293  -32418   -4588
   15309  -18572    7532   25922
   15310   22809   21692   -9100
   15311    8157  -23425   21410
   15312  -29684    2681  -13613
   15313   13834   24428   16897
   15314   16088  -22052  -18125
   15315  -29700   -6178   12385
   15316    5171   23118  -22638
   15317   25411  -19129    7872
   15318  -16096   -8799  -27150
   15319   -2445   32502    3360
   15320    7921   -2892  -31663
   15321  -22919  -23388   -1152
   15322   -5266   13565   29358
   15323   32225   -1770   -5664
   15324   -9866  -18947   24845
   15325  -19231   24499  -10177
   15326   24956    6115   20333
   15327   -5383  -28790  -14689
   15328  -23518   16439   15820
   15329   22833   13548  -19202
   15330    3386  -30566   11308
   15331  -21499    7002  -23714
   15332   21615   23670    6795
   15333    6564  -15290  -28227
   15334  -32681     642    2283
   15335     572    1200  -32739
   15336   21078  -24987   -2229
   15337  -15923   -4502   28281
   15338    4780   31707   -6741
   15339   18929  -12263   23768
   15340  -25895  -16626  -11254
   15341   -3845   26231   19256
   15342   27608   -7928  -15766
   15343  -18959  -22289   14743
   15344  -10980   23277  -20279
   15345   31124     484   10231
   15346   -8533  -19652  -24791
   15347  -21659   23913    5718
   15348   13958    4483  -29304
   15349   -3738  -32530    1206
   15350   -7058    4227   31717
   15351   26795   18567   -3306
   15352    3283  -17966   27204
   15353  -30874    7700   -7818
   15354   14671   18533   22692
   15355   13910  -26983  -12331
   15356  -27226   -1383   18179
   15357   10279   26159  -16843
   15358   20756  -21355   13667
   15359  -23378   -8427  -21356
   15360    2489   31363    9154
   15361   17607   -9719  -25868
   15362  -25993  -19402    4642
   15363   -2630   11989  -30381
   15364   32052   -6804     129
   15365   -6882   -9352   30640
   15366  -15886   28321   -4382
   15367   19700    1698   26127
   15368  -10492  -29739   -8895
   15369  -17775   17043   21615
   15370   27751   11123  -13407
   15371   -1228  -27922   17102
   15372  -24468   12403  -17920
   15373   23590   18937   12590
   15374    5937  -23134  -22432
   15375  -31276    5496    8077
   15376   10514   15396  -26945
   15377   16926  -27829    3565
   15378   -9101   -1108  -31457
   15379    9803   31251    -947
   15380   10537   -9414   29563
   15381  -29547  -13069   -5459
   15382     184   21120   25051
   15383   28319  -13123   -9972
   15384  -19334  -16673   20538
   15385   -8304   28194  -14484
   15386   28305   -3952   16026
   15387  -14270  -22563  -18997
   15388  -16854   25632   11513
   15389   22545    3556  -23509
   15390   -8499  -30861    7000
   15391  -13055   10861  -28022
   15392   29396   14260    2488
   15393     103   -3892  -32534
   15394  -30138   12697   -2024
   15395   11882   10999   28486
   15396   10151  -30461   -6536
   15397  -22216    2308   23974
   15398   15560   26635  -11049
   15399   15249  -21502   19461
   15400  -28307   -5493  -15561
   15401    6747   28366   14949
   15402   20479  -15852  -20074
   15403  -27451  -14532   10436
   15404   -1335   21619  -24586
   15405   30121  -11458    5924
   15406  -10686  -10616  -29099
   15407  -11437   30673    1411
   15408    7374    -504   31922
   15409  -15452  -28727   -3100
   15410  -10895   14270   27409
   15411   31053    7169   -7613
   15412   -4617  -22979   22897
   15413  -24713   17773  -12125
   15414   23509   13526   18384
   15415    2731  -28095  -16638
   15416  -28100    9571   13872
   15417   17122   18251  -21150
   15418   12000  -29018    9359
   15419  -20362     673  -25663
   15420   14336   29062    4847
   15421    8102   -9871  -30175
   15422  -31646   -8490     334
   15423    1794   10908   30845
   15424   27036  -18034   -4177
   15425  -16548  -10313   26333
   15426   -4162   31318   -8690
   15427   23402   -7061   21820
   15428  -19735  -22580  -13202
   15429  -11531   25320   17308
   15430   27565      59  -17715
   15431  -12384  -27505   12795
   15432  -15920   18059  -22227
   15433   30311    9288    8283
   15434   -2414  -18783  -26740
   15435  -27697   17097    3770
   15436    8167    5498  -31252
   15437    5456  -32300    -741
   15438  -13240    3491   29768
   15439   20413   25087   -5254
   15440    9315  -18682   25256
   15441  -31255   -1168   -9767
   15442    9592   23480   20743
   15443   20269  -21422  -14279
   15444  -26904   -9292   16231
   15445    2482   26727  -18792
   15446   26588  -15146   11718
   15447  -18642  -13529  -23304
   15448   -6431   31311    7206
   15449   16889   -3823  -27817
   15450  -19706  -26040    2693
   15451   -2547    4688  -32329
   15452   32630    2372   -1818
   15453   -5465  -14851   28691
   15454  -22905   22559   -6331
   15455   20635    7951   24179
   15456   -1774  -30869  -10843
   15457  -23215   12163   19666
   15458   22813   17815  -15356
   15459    6843  -28234   15154
   15460  -25599    4854  -19868
   15461   17819   25355   10641
   15462   11123  -18854  -24381
   15463  -32001   -3463    6129
   15464    4822   14681  -28893
   15465   24110  -22129    1616
   15466   -5925   -2526   32127
   15467     723   32630   -2895
   15468   15901   -7630   27615
   15469  -24449  -20519   -7408
   15470   -6265   22376   23102
   15471   30168   -4626  -11920
   15472  -14727  -22609   18590
   15473  -15255   23893  -16433
   15474   29286    4217   14077
   15475   -7016  -24201  -20945
   15476  -23820   20365    9565
   15477   18679    8753  -25458
   15478     422  -32372    5052
   15479  -12135    5305  -29970
   15480   24338   21932     540
   15481    3175   -9972   31050
   15482  -32303    3795   -3972
   15483    9916   16463   26538
   15484   17960  -26059   -8484
   15485  -23875   -4301   22025
   15486    7352   29166  -12997
   15487   21670  -17244   17513
   15488  -24649  -12628  -17509
   15489   -1451   30042   13000
   15490   22559   -8930  -22022
   15491  -22750  -22001    8488
   15492   -6473   18101  -26535
   15493   32416   -2655    3975
   15494   -5085   -9157  -31047
   15495  -19530   26304    -536
   15496   12937    2804   29973
   15497   -6803  -31652   -5049
   15498  -16581   12266   25461
   15499   27372   15263   -9561
   15500    2101  -25107   20948
   15501  -27879    9915  -14074
   15502   19669   20411   16436
   15503    9976  -25073  -18586
   15504  -30487    1418   11923
   15505   10560   20702  -23099
   15506   19917  -24940    7411
   15507  -17099   -4342  -27611
   15508    5730   32131    2898
   15509    5323   -3655  -32124
   15510  -28004  -16935   -1613
   15511   -1829   15338   28897
   15512   30689   -9711   -6126
   15513  -14623  -16285   24384
   15514  -12464   28374  -10638
   15515   26051    -293   19872
   15516  -12282  -26329  -15151
   15517  -18847   21966   15359
   15518   25161    7342  -19663
   15519   -4353  -30611   10847
   15520  -18662   11869  -24176
   15521   26906   17594    6334
   15522    2427  -15644  -28688
   15523  -31519    8766    1822
   15524    3410    4078   32332
   15525   14178  -29417   -2690
   15526  -17307    -414   27820
   15527   12484   29426   -7202
   15528   15603  -16940   23307
   15529  -29055   -9601  -11715
   15530    2841   26689   18795
   15531   24542  -14421  -16227
   15532  -24097  -16999   14282
   15533   -4769   24915  -20740
   15534   30409   -7314    9770
   15535  -12822  -16478  -25252
   15536  -15059   28622    5257
   15537   13676     810  -29765
   15538  -11724  -30588     745
   15539   -6914    6995   31256
   15540   30527   11294   -3767
   15541   -1339  -18885   26743
   15542  -27882   15088   -8279
   15543   19169   14559   22230
   15544    6712  -29410  -12792
   15545  -27009    5498   17718
   15546   16303   22548  -17304
   15547   14889  -26030   13205
   15548  -24338   -2304  -21817
   15549   10261   29879    8693
   15550   14190  -13380  -26329
   15551  -30063  -12343    4180
   15552     393   11057  -30842
   15553   29347  -14569    -331
   15554   -9885   -8072   30179
   15555   -8318   31321   -4844
   15556   20090   -3357   25666
   15557  -17492  -26079   -9356
   15558  -13181   21270   21154
   15559   29438    3836  -13869
   15560   -8222  -27002   16641
   15561  -20379   17902  -18381
   15562   27733   12545   12129
   15563      -9  -23442  -22894
   15564  -29026   13157    7616
   15565   13502   11842  -27406
   15566    9478  -31212    3104
   15567   -7342     962  -31919
   15568   17266   27813   -1408
   15569    8377  -12511   29102
   15570  -31790   -5288   -5920
   15571    5575   20926   24589
   15572   24043  -19665  -10433
   15573  -23203  -11497   20077
   15574   -1015   29142  -14945
   15575   26665  -10972   15564
   15576  -19195  -18071  -19458
   15577   -9996   29181   11052
   15578   22238   -2122  -23970
   15579  -15963  -27858    6539
   15580   -9480   13133  -28483
   15581   32051    6498    2027
   15582    -863   -3769   32538
   15583  -26003   19781   -2485
   15584   14937    8068   28025
   15585    2240  -31932   -6997
   15586  -21397    7935   23513
   15587   21583   21802  -11510
   15588    9535  -24934   19000
   15589  -28530    1711  -16022
   15590   13705   25998   14488
   15591   15664  -20164  -20535
   15592  -30351   -7275    9975
   15593    3988   20745  -25047
   15594   26386  -18643    5462
   15595  -12194   -7152  -29560
   15596   -3441   32571     950
   15597    8693   -2880   31461
   15598  -22086  -23941   -3562
   15599   -7267   17164   26948
   15600   31746    -784   -8074
   15601  -10385  -21504   22436
   15602  -19389   23222  -12587
   15603   26432    7329   17923
   15604   -4306  -27617  -17099
   15605  -25009   16381   13411
   15606   20792   13201  -21612
   15607    4416  -31224    8898
   15608  -18982    5554  -26124
   15609   21163   24627    4386
   15610    4904  -10535  -30637
   15611  -32764    -344    -126
   15612    4942   11226   30384
   15613   21653  -24151   -4638
   15614  -19175   -6052   25871
   15615    3750   31238   -9151
   15616   21252  -12875   21359
   15617  -24564  -16838  -13663
   15618   -4913   27671   16846
   15619   26419   -6731  -18176
   15620  -18962  -23706   12334
   15621  -10726   21067  -22688
   15622   31786    1454    7821
   15623   -6767  -16969  -27201
   15624  -22603   23490    3309
   15625    7766    2755  -31713
   15626   -2755  -32628   -1203
   15627  -12793    7146   29307
   15628   25953   19168   -5715
   15629    4485  -20946   24795
   15630  -30418    6618  -10228
   15631   15357   20650   20282
   15632   14187  -25594  -14740
   15633  -28628   -2322   15770
   15634    8947   24958  -19253
   15635   22103  -21409   11257
   15636  -20980   -8286  -23765
   15637    1571   32026    6745
   15638   14726   -7559  -28278
   15639  -25595  -20335    2232
   15640    -303    1209   32743
   15641   32165   -5820   -2279
   15642   -9450  -13689   28230
   15643  -16518   27471   -6792
   15644   22455    2620   23718
   15645   -9353  -29298  -11305
   15646  -19708   17787   19205
   15647   26302   11475  -15817
   15648    -404  -29285   14693
   15649  -23260   10922  -20330
   15650   23688   20220   10180
   15651    5933  -20526  -24842
   15652  -31939    4624    5668
   15653    7844   12264  -29355
   15654   17852  -27452    1155
   15655   -8324   -1270   31666
   15656    8813   31380   -3356
   15657   14038  -11800   27153
   15658  -28688  -13738   -7869
   15659    -507   23680   22641
   15660   27897  -11919  -12381
   15661  -20123  -18441   18128
   15662   -8741   26680  -16894
   15663   29628   -3229   13616
   15664  -12621  -21356  -21406
   15665  -18079   25767    9103
   15666   19698    3719  -25919
   15667   -7666  -31524    4591
   15668   -9568    7484  -30431
   15669   29036   15184      78
   15670     664  -11726   30589
   15671  -30285   11696   -4433
   15672   14146   13911   26077
   15673   10863  -29591   -8946
   15674  -24604    1808   21564
   15675   14285   26238  -13458
   15676   16867  -22324   17052
   15677  -26727   -6028  -17971
   15678    6113   29648   12539
   15679   19280  -14014  -22483
   15680  -27615  -15703    8027
   15681   -1703   18492  -26996
   15682   30784  -10659    3514
   15683   -6186   -6527  -31508
   15684  -12362   30328    -997
   15685   14225    -542   29512
   15686  -14435  -28894   -5510
   15687  -13356   16440   25000
   15688   30171    7931  -10022
   15689   -4279  -25211   20487
   15690  -24347   16419  -14535
   15691   24355   15008   15975
   15692    3379  -26446  -19047
   15693  -29342    9016   11462
   15694   15072   17070  -23560
   15695   13123  -29208    6950
   15696  -16899      49  -28073
   15697   13565   29727    2437
   15698    2264   -2594  -32585
   15699  -31314   -9422   -2074
   15700    2157   16137   28435
   15701   27227  -16998   -6587
   15702  -18636  -12410   23923
   15703   -4981   30424  -11099
   15704   25491   -6860   19410
   15705  -18295  -22253  -15612
   15706  -12891   26182   14898
   15707   25845     835  -20124
   15708  -11898  -28709   10385
   15709  -14768   15766  -24637
   15710   30522   10370    5873
   15711   -1459  -14894  -29149
   15712  -28364   16348    1360
   15713    6179    4437   31871
   15714    6400  -31980   -3151
   15715  -17566    4069   27359
   15716   19352   25306   -7664
   15717   11110  -20694   22846
   15718  -30351   -2052  -12176
   15719    9507   25439   18334
   15720   19989  -19888  -16689
   15721  -27776  -10541   13821
   15722    1559   24934  -21201
   15723   27754  -14720    9309
   15724  -16069  -12418  -25714
   15725   -7476   31540    4796
   15726   12416   -2419  -30226
   15727  -18975  -26712     284
   15728   -5640    9671   30794
   15729   32321    3332   -4228
   15730   -6200  -18559   26282
   15731  -23157   21471   -8740
   15732   22576    9490   21769
   15733    -816  -29955  -13253
   15734  -25051   12176   17257
   15735   21178   17592  -17765
   15736    7992  -29109   12744
   15737  -23731    3762  -22278
   15738   17445   26487    8232
   15739   10071  -15952  -26790
   15740  -32245   -4477    3719
   15741    2743    9286  -31303
   15742   24790  -21412    -792
   15743  -12527   -5793   29718
   15744    -258   32333   -5305
   15745   19141   -8483   25205
   15746  -23328  -20809   -9817
   15747   -7585   24247   20692
   15748   29248   -3586  -14330
   15749  -14825  -24332   16180
   15750  -15101   22149  -18842
   15751   30161    5276   11667
   15752   -5730  -22256  -23355
   15753  -24920   20036    7155
   15754   15379    7781  -27867
   15755    1410  -32629    2642
   15756   -4657    1870  -32380
   15757   23630   22622   -1869
   15758    5284  -15014   28641
   15759  -32018    2785   -6382
   15760   10860   19326   24128
   15761   18296  -24904  -10894
   15762  -25678   -5430   19616
   15763    6219   28242  -15407
   15764   23289  -17411   15103
   15765  -22786  -12556  -19919
   15766   -2429   30912   10591
   15767   20534   -7420  -24432
   15768  -22459  -23071    6078
   15769   -5605   14298  -28944
   15770   32686   -1686    1566
   15771   -3069   -5943   32076
   15772  -20235   25602   -2946
   15773   17193    4274   27564
   15774   -5760  -31382   -7458
   15775  -19130   13278   23051
   15776   26179   15652  -11971
   15777    3064  -26843   18539
   15778  -26955    8680  -16483
   15779   19896   21933   14026
   15780   10001  -23082  -20996
   15781  -31351     512    9514
   15782    8788   18593  -25508
   15783   20962  -24682    5001
   15784  -12622   -3614  -30021
   15785    4777   32413     489
   15786    8927   -5741   31000
   15787  -27306  -17659   -4023
   15788   -2861   19076   26487
   15789   30435   -8630   -8535
   15790  -15686  -18566   21975
   15791  -12913   27141  -13048
   15792   27721     523   17462
   15793  -10933  -25411  -17560
   15794  -20279   22241   12950
   15795   23031    7481  -22073
   15796   -3510  -31466    8437
   15797  -16464    9786  -26585
   15798   26677   18617    3924
   15799    1889  -10149  -31098
   15800  -31814    7822    -587
   15801    8252   10496   29923
   15802   14926  -28720   -5100
   15803  -20657   -1118   25410
   15804   11359   29193   -9612
   15805   17650  -18038   20898
   15806  -27780  -10119  -14125
   15807    2151   28294   16385
   15808   23637  -12946  -18637
   15809  -24413  -18348   11873
   15810   -5045   22633  -23150
   15811   31255   -6527    7360
   15812  -10362  -14180  -27662
   15813  -16064   28416    2848
   15814    6175     553  -32175
   15815  -10785  -30896   -1664
   15816  -11254   10719   28846
   15817   29829   12071   -6176
   15818    -891  -21925   24333
   15819  -27673   13913  -10689
   15820   20292   16401   19821
   15821    7309  -28091  -15201
   15822  -28550    4919   15308
   15823   14688   21662  -19714
   15824   16163  -26378   10796
   15825  -21891   -2740  -24226
   15826    9523   30716    6283
   15827   11772  -10447  -28739
   15828  -29878  -13334    1771
   15829      30    5616   32282
   15830   29671  -13630   -2741
   15831  -13133  -11402   27769
   15832   -9130   30621   -7253
   15833   22870   -3116   23257
   15834  -16260  -25900  -11766
   15835  -14840   22407   18744
   15836   28075    4524  -16278
   15837   -7742  -28481   14232
   15838  -19522   16132  -20791
   15839   28108   13751    9719
   15840     619  -20808  -25303
   15841  -29854   12461    5207
   15842    9941    9264  -29816
   15843   10460  -31044     694
   15844   -9945     999   31205
   15845   16322   28154   -3817
   15846   11045  -15465   26692
   15847  -31089   -6140   -8330
   15848    5503   23482   22180
   15849   23899  -18372  -12843
   15850  -24346  -12992   17667
   15851   -1805   27734  -17355
   15852   28084  -10577   13155
   15853  -17254  -17255  -21868
   15854  -11140   29578    8642
   15855   19394   -1262  -26380
   15856  -15303  -28678    4130
   15857   -6657    8659  -30893
   15858   31900    7476    -382
   15859   -2495  -12638   30128
   15860  -26365   18829   -4894
   15861   17676   10248   25615
   15862    3140  -31230   -9407
   15863  -23754    8003   21103
   15864   20223   21701  -13919
   15865   10884  -26075   16590
   15866  -27079     806  -18432
   15867   13384   27361   12078
   15868   14901  -18031  -22944
   15869  -30764   -8363    7565
   15870    2844   17654  -27457
   15871   27200  -18013    3053
   15872   -6083   -3819  -31969
   15873   -4420   32434   -1459
   15874   14523   -4329   29051
   15875  -21121  -24329   -5971
   15876   -9065   19731   24539
   15877   31044     169  -10484
   15878  -10568  -23683   20026
   15879  -19338   21789  -14996
   15880   27566    8547   15514
   15881   -3269  -26122  -19509
   15882  -26317   16125   11001
   15883   18444   12507  -24021
   15884    5455  -31651    6489
   15885  -15589    4055  -28534
   15886   20558   25438    1976
   15887    1919   -3816   32487
   15888  -32641   -1328   -2535
   15889    6399   15815   27974
   15890   22070  -23170   -7048
   15891  -21595   -7539   23462
   15892    2734   30537  -11560
   15893   23270  -13154   18949
   15894  -23053  -16847  -16073
   15895   -6013   28793   14437
   15896   24882   -5545  -20585
   15897  -18761  -24963    9924
   15898  -10119   18475  -25098
   15899   32223    2450    5412
   15900   -4801  -13183  -29611
   15901  -23412   22906     899
   15902    8695    3383   31410
   15903   -1760  -32519   -3612
   15904  -16604    8629   26897
   15905   24953   19620   -8125
   15906    5713  -23236   22385
   15907  -29721    5533  -12637
   15908   15716   22521   17872
   15909   14266  -24000  -17150
   15910  -29734   -3318   13360
   15911    7594   23381  -21662
   15912   23314  -21256    8847
   15913  -18106   -7790  -26175
   15914     612   32473    4335
   15915   10372   -4934  -30687
   15916  -25028  -21147    -177
   15917   -3380   11921   30333
   15918   32071   -4809   -4689
   15919  -10954  -16939   25821
   15920  -17011   26450   -9202
   15921   24626    3630   21308
   15922   -8190  -28609  -13714
   15923  -21445   18211   16796
   15924   24617   11636  -18227
   15925     496  -30373   12283
   15926  -21647    9378  -22739
   15927   23576   21387    7771
   15928    5577  -17317  -27252
   15929  -32394    3696    3258
   15930    4126    6903  -31764
   15931   18670  -26898   -1253
   15932  -14512   -2664   29256
   15933    7780   31303   -5766
   15934   16852  -13318   24744
   15935  -27643  -14278  -10278
   15936   -1328   25740   20231
   15937   27221  -10671  -14791
   15938  -20600  -20055   15719
   15939   -8998   24900  -19303
   15940   30696   -2411   11206
   15941  -10860  -19710  -23816
   15942  -19206   25689    6694
   15943   16081    3541  -28328
   15944   -6764  -31986    2181
   15945   -1779    1307   32692
   15946   28492   16012   -2330
   15947    1449  -16657   28180
   15948  -30227   10637   -6843
   15949   15670   16369   23667
   15950   11458  -28520  -11355
   15951  -26560    1147   19154
   15952   12942   25580  -15868
   15953   18368  -22844   14642
   15954  -24846   -6397  -20380
   15955    5369   30695   10129
   15956   17605  -12002  -24893
   15957  -27567  -16796    5617
   15958   -1759   14348  -29405
   15959   31254   -9776    1104
   15960   -5730   -6424   31615
   15961  -13206   29793   -3407
   15962   18413    -146   27103
   15963  -13345  -28858   -7920
   15964  -15514   17961   22590
   15965   29074    8588  -12432
   15966   -3758  -27069   18078
   15967  -23714   14972  -16945
   15968   24909   16406   13565
   15969    3878  -24458  -21457
   15970  -30367    8337    9053
   15971   12766   15370  -25970
   15972   14186  -29185    4540
   15973  -12015    -327  -30482
   15974   12697   30206      28
   15975    8075   -8708   30538
   15976  -30785  -10286   -4484
   15977    2041   19802   26026
   15978   27217  -15871   -8996
   15979  -20148  -14313   21513
   15980   -5710   29301  -13509
   15981   27256   -6460   17001
   15982  -16733  -21653  -18021
   15983  -14194   26762   12488
